code,description
I-493,"ADMINISTERED IN COMBINATION WITH FENOFIBRATE, AS ADJUNCTIVE THERAPY TO DIET FOR THE REDUCTION OF ELEVATED TOTAL-C, LDL-C, APO B, AND NON-HDL-C IN PATIENTS WITH MIXED HYPERLIPIDEMIA"
I-61,FEMALE ANDROGENETIC ALOPECIA
D-38,CONTINUOUS INFUSION AS AN ALTERNATE METHOD OF ADMINISTRATION
I-368,USE OF GLUCOVANCE WITH A THIAZOLIDINEDIONE WHEN GLYCEMIC CONTROL IS NOT OBTAINED WITH GLUCOVANCE ALONE
D-142,"DOSE MODIFICATION GUIDELINES FOR BORTEZOMIB WHEN GIVEN IN COMBINATION WITH RITUXIMAB, CYCLOPHOSPHAMIDE, DOXORUBICIN, AND PREDNISONE"
I-257,TREATMENT OF CHRONIC HEPATITIS B ASSOCIATED WITH EVIDENCE OF HEPATITIS B VIRAL REPLICATION AND ACTIVE LIVER INFLAMMATION
I-678,"TRAMETINIB, IN COMBINATION WITH DABRAFENIB, FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH BRAF V600E OR V600K MUTATIONS AS DETECTED BY AN FDA-APPROVED TEST"
ODE-278,"TX OF ADULTS W/ ADV OVARIAN, FALLOPIAN TUBE, OR PRIMARY PERITONEAL CANCER TREATED W/ >=3 PRIOR CHEMO REGIMENS & CANCER ASSOCIATED W/ HRD+ STATUS DEFINED BY GENOMIC INSTABILITY & PROGRESSED >6 MONTHS AFTER RESPONSE TO THE LAST PLATINUM-BASED CHEMOTHERAPY"
ODE-16,TREATMENT OF PATIENTS WITH TRANSFUSIONAL IRON OVERLOAD DUE TO THALASSEMIA SYNDROMES WHEN CURRENT CHELATION THERAPY IS INADEQUATE
M,MISCELLANEOUS EXCLUSIVITY CODES (SEE INDIVIDUAL REFERENCES)
I-188,TREATMENT OF ACUTE SINUSITIS AND ACUTE EXACERBATION OF CHRONIC SINUSITIS
I-430,FOR USE IN THE RELIEF OF THE SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS IN ADULTS
I-328,PROPHYLAXIS AND CHRONIC TREATMENT OF ASTHMA IN PATIENTS 5-6 YEARS OF AGE
I-321,JUVENILE RHEUMATOID ARTHRITIS
I-123,RELIEF OF MILD TO MODERATE PAIN IN PATIENTS AGED 6 MONTHS AND OLDER
I-572,TREATMENT OF GROWTH FAILURE IN CHILDREN BORN SMALL FOR GESTATIONAL AGE (SGA) WITH NO CATCH-UP BY AGE 2-4 YRS.
I-860,FOR THE TREATMENT OF MODERATELY TO SEVERELY ACTIVE ULCERATIVE COLITIS IN ADULT PATIENTS
I-374,SHORT TERM TOPICAL TREATMENT OF MILD TO MODERATE PLAQUE-TYPE PSORIASIS OF NON SCALP REGIONS
I-761,TREATMENT OF ADULT PATIENTS WITH ACTIVE PSORIATIC ARTHRITIS WHO HAVE HAD AN INADEQUATE RESPONSE OR INTOLERANCE TO METHOTREXATE OR OTHER NON-BIOLOGIC DISEASE-MODIFYING ANTIRHEUMATIC DRUGS
M-68,DESCRIPTION OF RESULTS OF STUDY OF INITIAL THERAPY IN COMBINATION WITH METFORMIN WHEN DIET AND EXERCISE DO  NOT PROVIDE GLYCEMIC CONTROL
I-31,CONTRAST ENHANCEMENT AGENT TO FACILITATE VISUALIZATION OF LESIONS IN THE SPINE AND ASSOCIATED TISSUES
D-149,DOSING INFORMATION ADDED TO THE LABELING REGARDING PEDIATRIC PATIENTS 6 YEARS AND OLDER WITH ITP
ODE-370,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY MARGINAL ZONE LYMPHOMA (MZL) WHO HAVE RECEIVED AT LEAST ONE ANTI-CD20-BASED REGIMEN
ODE-330,THE TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME (SMS) IN PATIENTS 16 YEARS OF AGE AND OLDER
I-178,TREATMENT OF ONYCHOMYCOSIS OF THE FINGERNAIL WITHOUT CONCOMITANT ONCHOMYCOSIS OF THE TOENAIL WITH A PULSE DOSING REGIMEN
M-158,UPDATES TO THE LABELING TO REFLECT SAFETY RESULTS FROM CLINICAL TRIALS IN SCHIZOPHRENIA ADOLESCENT PATIENTS AGED 12 TO 17 YEARS
I-53,"TREATMENT OF PANIC DISORDER, WITH OR WITHOUT AGORAPHOBIA"
I-174,PELVIC INFLAMMATORY DISEASE
D-126,CHANGE DOSAGE REGIMEN FROM 250MG TO 500MG
I-331,TREATMENT OF MODERATE ACNE VULGARIS
I-868,"LENVATINIB IN COMBINATION WITH PEMBROLIZUMAB, IS INDICATED FOR THE FIRST-LINE TREATMENT OF ADULT PATIENTS WITH ADVANCED RENAL CELL CARCINOMA (RCC)"
I-216,"FOR THE LONG-TERM TWICE-DAILY (MORNING AND EVENING) ADMINISTRATION IN THE MAINTENANCE TREATMENT OF BRONCHOSPASM ASSOCIATED WITH COPD, INCLUDING CHRONIC BRONCHITIS AND EMPHYSEMA"
I-411,EXPANDED INDICATION FOR USE IN COMBINATION WITH ANTIDIABETIC DRUGS IN THE THIAZOLIDINEDIONE CLASS
ODE-3,TO TREAT INFANTILE SPASMS
I-821,"TREATMENT OF CANDIDEMIA, ACUTE DISSEMINATED CANDIDIASIS, CANDIDA PERITONITIS AND ABSCESSES WITHOUT MENINGOENCEPHALITIS AND/OR OCULAR DISSEMINATION IN PEDIATRIC PATIENTS YOUNGER THAN 4 MONTHS OF AGE"
ODE-385,FOR TREATMENT OF ENDOGENOUS HYPERCORTISOLEMIA IN ADULT PATIENTS WITH CUSHINGS SYNDROME FOR WHOM SURGERY IS NOT AN OPTION OR HAS NOT BEEN CURATIVE
ODE-307,INDICATED AS PART OF COMBINATION THERAPY IN THE TREATMENT OF PEDIATRIC PATIENTS 5 YEARS AND OLDER TO LESS THAN 12 YEARS OF AGE AND WEIGHING AT LEAST 15 KG WITH PULMONARY MULTI-DRUG RESISTANT TUBERCULOSIS (MDR-TB)
I-409,ESOPHAGEAL CANDIDIASIS
ODE-434,TREATMENT OF ADULT PATIENTS WITH INDOLENT SYSTEMIC MASTOCYTOSIS (ISM)
M-172,UPDATES TO THE CLINICAL TRIALS SECTION OF THE LABELING TO INCLUDE RESULTS OF STUDIES PERFORMED TO EVALUATE THE BENEFIT OF ADDING INCRUSE ELLIPTA TO PATIENTS WHO ARE ON BACKGROUND THERAPY WITH BREO ELLIPTA AND ADVAIR DISKUS
M-48,CHANGES TO THE LABELING DESCRIBING THE RESULTS OF A STUDY OF THE USE OF NOVOLOG MIX 70/30 WITH ORAL ANTIDIABETIC AGENTS IN PATIENTS WITH TYPE 2 DIABETES
M-249,INFORMATION ADDED TO THE LABELING TO DESCRIBE STUDY LVM-MD-15 TO FULFILL POSTMARKETING COMMITMENT 1943-4
I-7,BIOPSY PROVEN MINIMAL CHANGE NEPHROTIC SYNDROME IN CHILDREN
I-230,"IN COMBINATION WITH CIS-PLATIN, FOR THE FIRST LINE TREATMENT OF NON-SMALL CELL LUNG CANCER IN PATIENTS WHO ARE NOT CANDIDATES FOR POTENTIALLY CURATIVE SURGERY AND/OR RADIATION"
I-591,TREATMENT OF TREATMENT RESISTANT DEPRESSION (TRD) IN COMBINATION WITH FLUOXETINE
D-27,BID DOSING IN PATIENTS 12 YEARS OF AGE AND OLDER FOR PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH MODERATE EMETOGENIC CANCER CHEMOTHERAPY
D-117,50 MG TABLET FOR INITIATION OF DOSE TITRATION FOR BIPOLAR DISORDER
I-465,PERENNIAL ALLERGIC RHINITIS IN ADULTS AND PEDIATRIC PATIENTS 6 MONTHS OF AGE AND OLDER
I-628,MAINTENANCE TREATMENT OF SCHIZOPHRENIA IN ADULTS
M-169,UPDATES TO LABELING DESCRIBING RESPONSE TO A REPEAT COURSE OF PICATO GEL 0.015% ON THE FACE OR SCALP IF AN INCOMPLETE RESPONSE IS OBSERVED AT A FOLLOW-UP EXAMINATION.
I-759,TREATMENT OF ADULT PATIENTS WITH NEWLY-DIAGNOSED CHRONIC PHASE (CP) PHILADELPHIA CHROMOSOME-POSITIVE CHRONIC MYELOGENOUS LEUKEMIA (PH+CML)
I-704,EXPANDED INDICATION TO INCLUDE PATIENTS WHO ARE VIROLOGICALLY-SUPPRESSED (HIV-1 RNA <50 COPIES/ML) ON A STABLE ANTIRETROVIRAL REGIMEN FOR AT LEAST 6 MONTHS WITH NO HISTORY OF TREATMENT FAILURE IN ORDER TO REPLACE THEIR CURRENT REGIMEN
I-416,THE USE OF CIPRO XR FOR COMPLICATED URINARY TRACT INFECTIONS AND ACUTE UNCOMPLICATED PYELONEPHRITIS
I-881,FOR THE TREATMENT OF INVASIVE ASPERGILLOSIS IN PATIENTS 13 YEARS OF AGE AND OLDER
I-514,ADULT HYPEREOSINOPHILIC SYNDROME/CHRONIC EOSINOPHILIC LEUKEMIA (HES/CEL)
ODE-8,TREATMENT OF SEVERE HYPERCALCEMIA IN PATIENTS WITH PRIMARY HYPERPARATHYROIDISM WHO ARE UNABLE TO UNDERGO PARATHYROIDECTOMY
ODE-350,TREATMENT OF NEWLY-DIAGNOSED THERAPY-RELATED ACUTE MYELOID LEUKEMIA (T-AML) OR AML WITH MYELODYSPLASIA-RELATED CHANGES (AML-MRC) IN PEDIATRIC PATIENTS AGES 1 YEAR AND OLDER
I-717,EXPANDED INDICATION TO INCLUDE THE TREATMENT OF CHRONIC HEPATITIS C GENOTYPE 4
I-506,ADJUNCTIVE THERAPY OF MYOCLONIC SEIZURES IN ADULTS AND ADOLESCENTS AGE 12 AND OVER WITH JUVENILE MYOCLONIC EPILEPSY
M-111,LABELING CHANGES BASED ON STUDY HW80-EW-GWCI ENTITLED A PLACEBO AND POSITIVE CONTROLLED STUDY OF THE ELECTROPHYSIOLOGICAL EFFECTS OF A SINGLE 10 MCG DOSE OF EXENATIDE ON THE 12 LEAD ELECTROCARDIOGRAM QT INTERVAL IN HEALTHY SUBJECTS
ODE-50,FIRST-LINE TREATMENT OF PATIENTS WITH METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHOSE TUMORS HAVE EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) EXON 19 DELETIONS OR EXON 21 (L858R) SUBSTITUTION MUTATIONS AS DETECTED BY AN FDA-APPROVED TEST.
M-116,LABELING CHANGES BASED ON RESULTS FROM CLINICAL STUDY 01-06-TL-OPIMET-008
I-99,PEDIATRIC ANESTHESIA IN CHILDREN 3 YEARS AND OLDER
ODE-239,TREATMENT OF PREVIOUSLY UNTREATED ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) OR SMALL LYMPHOCYTIC LYMPHOMA (SLL)
M-235,INFORMATION ADDED TO SECTION 14 OF THE LABELING TO DESCRIBE STUDY LAP016A2307 TO FULFILL POSTMARKETING STUDY REQUIREMENT 1586-1
I-247,USE IN CONVERSION TO MONOTHERAPY IN ADULTS WITH PARTIAL SEIZURES WHO ARE RECEIVING TREATMENT WITH A SINGLE ENZYME-INDUCING ANTIEPILEPTIC DRUG
ODE-387,TO INCREASE LINEAR GROWTH IN PEDIATRIC PATIENTS WITH ACHONDROPLASIA WHO ARE 5 YEARS OF AGE AND OLDER WITH OPEN EPIPHYSES
I-589,TREATMENT OF TREATMENT RESISTANT DEPRESSION (TRD) IN COMBINATION WITH OLANZAPINE
M-179,UPDATES TO THE PRODUCT LABELING WITH STUDY REPORTS FROM THE OPTIMIST-1 AND OPTIMIST-2 CLINICAL TRIALS
I-343,USE OF COREG FOR SEVERE HEART FAILURE
CGT,COMPETITIVE GENERIC THERAPY
I-520,USE OF EXENATIDE IN PATIENTS WITH TYPE 2 DIABETES MELLITUS WHO ARE USING A THIAZOLIDINEDIONE ALONE OR IN COMBINATION WITH METFORMIN BUT HAVE NOT ACHIEVED ADEQUATE GLYCEMIC CONTROL
D-36,FOR A SINGLE 2MG DOSE AS AN ALTERNATIVE TO THE 1MG DOSE GIVEN TWICE DAILY
ODE-147,"DABRAFENIB IN COMBINATION WITH TRAMETINIB, FOR THE TX. OF PTS WITH METASTATIC NON-SMALL CELL LUNG CANCER  WITH BRAF V600E MUTATION AS DETECTED BY AN FDA-APPROVED TEST"
I-444,USE OF PROTONIX IV FOR INJECTION AS STAND ALONE THERAPY FOR THE SHORT-TERM TREATMENT OF PATIENTS HAVING GASTROESOPHAGEAL REFLUX (GERD) WITH A HISTORY OF EROSIVE ESOPHAGITIS
ODE-248,TREATMENT OF ADULT PATIENTS WITH ORAL ULCERS ASSOCIATED WITH BEHCETS DISEASE
I-255,PREVENTION OF PNEUMOCYSTIS CARINII PNEUMONIA (PCP)
ODE-433,TREATMENT OF CYSTIC FIBROSIS (CF) IN PATIENTS AGED 2 YEARS TO LESS THAN 6 YEARS WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR (CFTR) GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA
D-28,USE OF ISOVUE-370 IN EXCRETORY UROGRAPHY AT EQUIVALENT GRAMS OF IODINE TO THE CURRENTLY APPROVED ISOVUE-250 AND ISOVUE-300
ODE-128,TREATMENT OF PATIENTS WITH MARGINAL ZONE LYMPHOMA (MZL) WHO REQUIRE SYSTEMIC THERAPY AND HAVE RECEIVED AT LEAST ONE PRIOR ANTI-CD20-BASED THERAPY
ODE-399,TREATMENT OF PEDIATRIC PATIENTS AGED ONE MONTH AND OLDER WITH NEWLY DIAGNOSED JUVENILE MYELOMONOCYTIC LEUKEMIA (JMML)
I-100,TO DECREASE THE INCIDENCE OF CANDIDIASIS IN PATIENTS UNDERGOING BONE MARROW TRANSPLANTATION WHO RECEIVE CYTOTOXIC CHEMOTHERAPY AND/OR RADIATION THERAPY
ODE-208,TREATMENT OF ADULT PATIENTS WITH RELAPSED OR REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) OR SMALL LYMPHOCYTIC LYMPHOMA (SLL) AFTER AT LEAST TWO PRIOR THERAPIES
I-913,TREATMENT OF AGITATION ASSOCIATED WITH DEMENTIA DUE TO ALZHEIMER’S DISEASE
D-43,INITIATION OF TREATMENT WITH 900MG/DAY BY DELETION OF THE REQUIREMENT TO TITRATE TO 900MG/DAY OVER A 3-DAY PERIOD
I-714,EXTENDS THE 2011 APPROVAL OF BRILINTA FOR USE BEGINNING WITH ACS TO USE BEGINNING MORE REMOTE FROM MYOCARDIAL INFARCTION
I-487,INDICATED FOR THE RELIEF OF THE INFLAMMATORY AND PRURITIC MANIFESTATIONS OF CORTICOSTEROID RESPONSIVE DERMATOSES IN PATIENTS 12 YRS OF AGE OR OLDER
I-413,ADJUNCTIVE THERAPY FOR THE SHORT TERM TREATMENT OF ACUTE MANIC OR MIXED EPISODES ASSOCIATED WITH BIPOLAR I DISORDER
I-243,USE IN THE SYMPTOMATIC RELIEF OF RHINORRHEA ASSOCIATED WITH THE COMMON COLD IN CHILDREN AGE 5 TO 11 YEARS
D-171,REVISED DOSING TO INCLUDE UP-TITRATION AS A STRATEGY TO IMPROVE TOLERABILITY AND THEREBY REDUCE TREATMENT DISCONTINUATION FOR ROFLUMILAST MAINTENANCE DOSAGE OF 500 MCG DAILY
I-373,TREATMENT OF TYPE 2 DIABETIC NEPHROPATHY
I-150,TREATMENT OF OBSESSIVE COMPULSIVE DISORDER AND PANIC DISORDER
I-847,EXPANDED INDICATION OF THE TREATMENT OF ADULT PATIENTS WITH ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) AS DETECTED BY AN FDA-APPROVED TEST
I-323,COLORECTAL CANCER
I-912,TREATMENT OF ADULT PATIENTS WITH INDOLENT SYSTEMIC MASTOCYTOSIS (ISM)
ODE-261,INDICATED TO SLOW THE RATE OF DECLINE IN PULMONARY FUNCTION IN PATIENTS WITH SYSTEMIC SCLEROSIS-ASSOCIATED INTERSTITIAL LUNG DISEASE (SSC-ILD)
ODE-154,FOR USE IN CHILDREN AGES 2 TO 12 YEARS OLD WITH CHAGAS DISEASE
D-47,"PREVENTION OF HEARTBURN SYMPTOMS WHEN ADMINISTERED FROM 15 MINUTES UP TO, BUT NOT INCLUDING, 1 HOUR PRIOR TO A PROVOCATIVE MEAL"
M-95,INFORMATION FOR TREATMENT OF CHRONIC HEPATITIS  B (CHB) IN ADULT PATIENTS WITH DECOMPENSATED LIVER DISEASE BASED ON DATA FROM CLINICAL TRIAL GS-US-174-0108
ODE-43,TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA WHO HAVE RECEIVED AT LEAST TWO PRIOR THERAPIES INCLUDING LENALIDOMIDE AND BORTEZOMIB AND HAVE DEMONSTRATED DISEASE PROGRESSION ON OR WITHIN 60 DAYS OF COMPLETION OF THE LAST THERAPY.
I-651,MANAGEMENT OF NEUROPATHIC PAIN ASSOCIATED WITH SPINAL CORD INJURY
M-101,INCLUSION OF DATA FROM AN ADDITIONAL 19 SUBJECTS WITH HYPERCALCEMIA FROM PARATHYROID CARCINOMA TO THE INFORMATION CURRENTLY PRESENTED IN THE LABEL
I-26,TREATMENT OF LIVER FLUKES
I-654,MAGNETIC RESONANCE ANGIOGRAPHY (MRA) TO EVALUATE ADULTS WITH KNOWN OR SUSPECTED RENAL OR AORTO-ILIO-FEMORAL OCCLUSIVE VASCULAR DISEASE
ODE-15,TREATMENT OF PATIENTS WITH LOCALLY ADVANCED OR METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) THAT IS ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE AS DETECTED BY AN FDA APPROVED TEST
I-906,"TUCATINIB IN COMBINATION WITH TRASTUZUMAB FOR THE TREATMENT OF ADULT PATIENTS WITH RAS WILD-TYPE, HER2-POSITIVE, UNRESECTABLE OR METASTATIC COLORECTAL CANCER THAT HAS PROGRESSED FOLLOWING TREATMENT WITH FLUOROPYRIMIDINE-, OXALIPLATIN-, AND IRINOTECAN-BASED CHEMOTHERAPY"
D-87,ADDITION OF ONCE-WEEKLY DOSING FOR THE TREATMENT TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS
I-324,"REDUCING NEUROLOGIC DISABILITY AND/OR FREQUENCY OF CLINICAL RELAPSES IN PATIENTS WITH SECONDARY (CHRONIC) PROGRESSIVE, PROGRESSIVE RELAPSING, OR WORSENING RELAPSING-REMITTING MULTIPLE SCLEROSIS"
M-112,REVISIONS TO THE PEDIATRIC USE SECTION OF THE PACKAGE INSERT TO ADD INFORMATION FROM A PEDIATRIC STUDY IN PATIENTS AGED 12 YEARS TO LESS THAN 18 YEARS OF AGE WITH RECURRENT HERPES LABIALIS
I-575,MONOTHERAPY IN THE TREATMENT OF BIPOLAR MANIA
I-790,USE OF FERRIC CITRATE FOR THE TREATMENT OF IRON DEFICIENCY ANEMIA IN ADULT PATIENTS WITH CKD NOT ON DIALYSIS
I-595,PREVENTION OF OSTEOPOROSIS IN POSTMENOPAUSAL WOMEN
I-335,ADJUNCTIVE THERAPY IN PATIENTS TWO YEARS AND OLDER WITH SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME
I-266,USE OF TOPAMAX AS ADJUNCTIVE THERAPY IN PEDIATRIC PATIENTS AGES 2-16 YEARS WITH PARTIAL ONSET SEIZURES
M-9,"ADDITION TO THE CLINICAL STUDIES SECTION OF THE LABELING OF TEXT AND TWO TABLES CONTAINING INFORMATION FOR THE PRESCRIBING PHYSICIAN ON BLOOD PRESSURE, HEART RATE, AND HEART RATE VARIABILITY"
ODE-401,TREATMENT OF ADULT PATIENTS WITH STABLE WILSON’S DISEASE WHO ARE DE-COPPERED AND TOLERANT TO PENICILLAMINE
I-697,FOR USE IN COMBINATION WITH SOFOSBUVIR FOR THE TREATMENT OF PATIENTS WITH CHRONIC HEPATITIS C VIRUS GENOTYPE 1 INFECTION
I-224,FOR THE USE IN PEDIATRIC PATIENTS 4 TO 11 YEARS OF AGE FOR THE MANAGEMENT OF THE NASAL SYMPTOMS OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS
I-566,MANAGEMENT OF FIBROMYALGIA
M-54,INFORMATION FROM PEDIATRIC STUDIES ADDED TO LABEL
M-3,ADDITION OF EFFICACY AND SAFETY INFORMATION IN WHICH FOSAMAX WAS USED CONCOMITANTLY WITH ESTROGEN ALONE OR WITH ESTROGEN PLUS PROGESTIN
M-10,INFORMATION REGARDING MAINTENANCE OF AN ANTIDEPRESSANT EFFECT UP TO 1 YEAR OF DOSING
I-200,TREATMENT OF TINEA (PITYRIASIS) VERSICOLOR
I-42,HERPES ZOSTER
ODE-332,TREATMENT OF SEIZURES ASSOCIATED WITH TUBEROUS SCLEROSIS COMPLEX (TSC) IN PATIENTS 1 YEAR OF AGE AND OLDER
I-623,TREATMENT OF SIGNS AND SYMPTOMS OF ADVANCED IDIOPATHIC PARKINSONS DISEASE
M-201,"REVISIONS TO THE PACKAGE INSERT BASED ON DATA FROM AN OPEN LABEL, MULTI-CENTER STUDY OF CABAZITAXEL IN PEDIATRIC PATIENTS WITH REFRACTORY SOLID TUMORS INCLUDING TUMORS OF THE CENTRAL NERVOUS SYSTEM."
ODE-393,TREATMENT OF SEIZURES ASSOCIATED WITH LENNOX-GASTAUT SYNDROME (LGS) IN PATIENTS 2 YEARS OF AGE AND OLDER
I-831,"W/BEVACIZUMAB FOR MAINTENANCE TX OF ADULTS W/ADV. EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CA IN COMPLETE OR PARTIAL RESPONSE TO FIRST-LINE PLATINUM-BASED CHEMO & CA ASSOCIATED W/ HOMOLOGOUS RECOMBINATION DEFICIENCY POSITIVE STATUS"
D-21,ALTERNATIVE DOSAGE OF 300MG ONCE DAILY AFTER THE EVENING MEAL
I-309,USE OF ACTONEL 35MG ONCE A WEEK TO INCREASE BONE MASS IN MEN WITH OSTEOPOROSIS
I-94,USE WITH MRI IN ADULTS TO PROVIDE CONTRAST ENHANCEMENT AND FACILITATE VISUALIZATION OF LESIONS IN THE BODY [EXCLUDING THE HEART]
ODE-14,TREATMENT OF ACUTE ATTACKS OF HEREDITARY ANGIOEDEMA IN ADULTS 18 YEARS OF AGE AND OLDER
I-703,MODERATE TO SEVERE BINGE EATING DISORDER (BED)
I-12,TREATMENT OF CUTANEOUS CANDIDIASIS
I-198,FOR THE USE OF LANSOPRAZOLE IN COMBINATION WITH AMOXICILLIN FOR THE ERADICATION OF HELICOBACTER PYLORI IN PATIENTS WITH ACTIVE DUODENAL ULCER DISEASE OR A ONE-YEAR HISTORY OF A DUODENAL ULCER
I-65,PREVENTION OF UPPER GASTROINTESTINAL BLEEDING IN CRITICALLY ILL PATIENTS
ODE-231,INDICATED FOR THE TREATMENT OF CATAPLEXY OR EXCESSIVE DAYTIME SLEEPINESS (EDS) IN PEDIATRIC PATIENTS 7 YEARS OF AGE AND OLDER WITH NARCOLEPSY
I-341,BREAST CANCER COMBINATION THERAPY
D-135,"UPDATE LABELING WITH ONCE DAILY DOSING IN HIV-1 INFECTED, TREATMENT-NAIVE PEDIATRIC PATIENTS 12 TO LESS THAN 18 YEARS OF AGE"
M-151,REVISIONS TO THE LABELING BASED ON THE OUTCOMES OF PEDIATRIC STUDIES CONDUCTED TO ASSESS THE SAFETY AND EFFICACY OF XOPENEX IN SUBJECTS LESS THAN 6 YEARS OF AGE
I-135,BONE METASTASES ASSOCIATED WITH MULTIPLE MYELOMA
ODE-66,TREATMENT OF PATIENTS WITH ANAPLASTIC LYMPHOMA KINASE (ALK)-POSITIVE METASTATIC NON-SMALL CELL LUNG CANCER (NSCLC) WHO HAVE PROGRESSED ON OR ARE INTOLERANT TO CRIZOTINIB.
I-519,USE OF TAXOTERE (DOCETAXEL) INJECTION CONCENTRATE IN COMBINATION WITH CISPLATIN AND FLUOROURACIL FOR THE INDUCTION OF PATIENTS WITH INOPERABLE LOCALLY ADVANCED SQUAMOUS CELL CARCINOMA OF THE HEAD AND NECK (SCCHN)
M-232,INFORMATION ADDED TO SECTION 8.4 OF THE LABELING TO DESCRIBE THE RESULTS FROM PEDIATRIC STUDIES
ODE-60,TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) WHO HAVE RECEIVED AT LEAST ONE PRIOR THERAPY
I-76,PREVENTION OF OSTEOPOROSIS
M-75,PROVISION FOR USE OF ARGATROBAN IN CERTAIN PEDIATRIC PATIENTS WITH HEPARIN-INDUCED THROMBOCYTOPENIA (HIT) OR HEPARIN-INDUCED THROMBOCYTOPENIA WITH THROMBOSIS (HITTS)
ODE-315,FOR CLEANSING OF THE COLON AS A PREPARATION FOR COLONOSCOPY IN PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER
I-676,"FIRST-LINE TREATMENT OF PATIENTS WITH METASTATIC ADENOCARCINOMA OF THE PANCREAS, IN COMBINATION WITH GEMCITABINE"
I-776,"FIRSTLINE MAINTENANCE TX IN PTS W/ DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE, SOMATIC BRCA-MUTATED ADVANCED EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CA WHO ARE IN COMPLETE OR PARTIAL RESPONSE TO FIRSTLINE PLATINUM-BASED CHEMOTHERAPY"
I-645,MAINTENANCE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) IN ADULTS
M-223,INFORMATION ADDED TO SECTION 8.1 OF THE LABELING REGARDING PREGNANT PATIENTS WHO ARE ALREADY ON A STABLE RILPIVIRINE REGIMEN PRIOR TO PREGNANCY AND WHO ARE VIROLOGICALLY SUPPRESSED (HIV-1 RNA LESS THAN 50 COPIES/ML)
ODE-378,A COMPLETE REGIMEN FOR THE TREATMENT OF HUMAN IMMUNODEFICIENCY VIRUS TYPE 1 (HIV-1) INFECTION IN PEDIATRIC PATIENTS WEIGHING 14 KG TO LESS THAN 25 KG WHO HAVE NO ANTIRETROVIRAL TREATMENT HISTORY OR TO REPLACE THE CURRENT ANTIRETROVIRAL REGIMEN IN THOSE WHO ARE VIROLOGICALLY-SUPPRESSED (HIV-1 RNA LESS THAN 50 COPIES PER ML) ON A STABLE ANTIRETROVIRAL REGIMEN WITH NO HISTORY OF TREATMENT FAILURE AND NO KNOWN SUBSTITUTIONS ASSOCIATED WITH RESISTANCE TO THE INDIVIDUAL COMPONENTS OF BIKTARVY
I-264,"PREVENTION OF NAUSEA AND VOMITING ASSOCIATED WITH RADIATION, INCLUDING TOTAL BODY IRRADIATION (TBI) AND FRACTIONATED ABDOMINAL RADIATION"
M-39,FOR LABELING CHANGES BASED ON RESULTS OF THE SPD422-202 CLINICAL STUDY REPORT (CSR) SUBMITTED IN RESPONSE TO THE WRITTEN REQUEST
I-817,TREATMENT OF ADULT PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)  OR SMALL LYMPHOCYTIC LYMPHOMA (SLL)
I-699,FOR TREATMENT OF PATIENTS WITH POLYCYTHEMIA VERA WHO HAVE HAD AN INADEQUATE RESPONSE TO OR ARE INTOLERANT OF HYDROXYUREA
I-877,"INDICATION FOR THE USE OF ABEMACICLIB IN COMBINATION WITH ENDOCRINE THERAPY (TAMOXIFEN OR AN AROMATASE INHIBITOR) FOR THE ADJUVANT TREATMENT OF ADULT PATIENTS WITH HORMONE RECEPTOR (HR)-POSITIVE, HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2)-NEGATIVE, NODE-POSITIVE, EARLY CANCER (EBC) AT HIGH RISK OF RECURRENCE AND A KI-67 SCORE>20% AS DETERMINED BY AN FDA APPROVED TEST"
