id,drug_class1,drug_class2,ddi_ref_id,ddi_risk,description,source_id
2997,romidepsin,itraconazole,2,Significant,ITRACONAZOLE/ROMIDEPSIN [VA Drug Interaction],C56^4446^
6225,ambenonium,betamethasone,2,Significant,AMBENONIUM CHLORIDE/BETAMETHASONE [VA Drug Interaction],C23304169918523
4162,amiodarone,colchicine,2,Significant,AMIODARONE/COLCHICINE [VA Drug Interaction],C56^6318^
5118,pralatrexate,sulfamerazine,2,Critical,PRALATREXATE/SULFAMERAZINE [VA Drug Interaction],C56^7931^
6595,estradiol,methylphenobarbital,2,Significant,ESTRADIOL/MEPHOBARBITAL [VA Drug Interaction],C23306938322608
994,itraconazole,phenprocoumon,2,Critical,ITRACONAZOLE/PHENPROCOUMON [VA Drug Interaction],C23304071795158
4360,mifepristone,dienestrol,2,Significant,DIENESTROL/MIFEPRISTONE [VA Drug Interaction],C56^6244^
6512,fosphenytoin,methadone,2,Significant,FOSPHENYTOIN SODIUM/METHADONE [VA Drug Interaction],C23306037607293
5911,ciclosporin,butalbital,2,Significant,BUTALBITAL/CYCLOSPORINE [VA Drug Interaction],C56^7374^
4299,tolvaptan,telithromycin,2,Critical,TELITHROMYCIN/TOLVAPTAN [VA Drug Interaction],C56^6524^
4384,posaconazole,esomeprazole,2,Significant,ESOMEPRAZOLE/POSACONAZOLE [VA Drug Interaction],C56^6599^
5298,pramlintide,darifenacin,2,Critical,DARIFENACIN/PRAMLINTIDE [VA Drug Interaction],C56^8762^
5883,pethidine,rasagiline,2,Critical,MEPERIDINE/RASAGILINE [VA Drug Interaction],C56.3559
3196,nilotinib,famotidine,2,Significant,FAMOTIDINE/NILOTINIB [VA Drug Interaction],C56^4728^
104,ibrutinib,mibefradil,2,Significant,IBRUTINIB/MIBEFRADIL DIHYDROCHLORIDE [VA Drug Interaction],C56^9994^
6963,docetaxel,indinavir,2,Significant,DOCETAXEL/INDINAVIR SULFATE [VA Drug Interaction],C56^4621^
7149,toremifene,moxifloxacin,2,Significant,MOXIFLOXACIN/TOREMIFENE CITRATE [VA Drug Interaction],C56^5397^
1540,dofetilide,prochlorperazine,2,Critical,DOFETILIDE/PROCHLORPERAZINE [VA Drug Interaction],C23305957904147
1259,levonorgestrel,mephenytoin,2,Critical,LEVONORGESTREL/MEPHENYTOIN [VA Drug Interaction],C23304892217027
6708,delavirdine,ranolazine,2,Critical,DELAVIRDINE MESYLATE/RANOLAZINE [VA Drug Interaction],C56.3030
1778,cisapride,propafenone,2,Critical,CISAPRIDE/PROPAFENONE [VA Drug Interaction],C23307000429663
3529,vandetanib,quinidine,2,Significant,QUINIDINE/VANDETANIB [VA Drug Interaction],C56^5207^
3764,crizotinib,telithromycin,2,Significant,CRIZOTINIB/TELITHROMYCIN [VA Drug Interaction],C56^5643^
3606,metoclopramide,molindone,2,Critical,METOCLOPRAMIDE/MOLINDONE [VA Drug Interaction],C56^5313^
1343,famotidine,ketoconazole,2,Significant,FAMOTIDINE/KETOCONAZOLE [VA Drug Interaction],C23305234108804
5304,pramlintide,mepenzolate,2,Critical,MEPENZOLATE/PRAMLINTIDE [VA Drug Interaction],C56^8771^
7482,cobicistat,tolterodine,2,Significant,COBICISTAT/TOLTERODINE TARTRATE [VA Drug Interaction],C56^7243^
5529,clozapine,fosaprepitant,2,Significant,CLOZAPINE/FOSAPREPITANT [VA Drug Interaction],C56^9315^
6542,isocarboxazid,tramadol,2,Critical,ISOCARBOXAZID/TRAMADOL HYDROCHLORIDE [VA Drug Interaction],C23306347217872
1513,ritonavir,warfarin,2,Significant,RITONAVIR/WARFARIN [VA Drug Interaction],C23305863903373
3623,rilpivirine,aluminum carbonate,2,Significant,ALUMINUM CARBONATE/RILPIVIRINE [VA Drug Interaction],C56^5332^
1271,quinidine,atenolol,2,Significant,ATENOLOL/QUINIDINE [VA Drug Interaction],C23304945125148
4886,procarbazine,selegiline,2,Critical,PROCARBAZINE/SELEGILINE [VA Drug Interaction],C56^7478^
6499,lamotrigine,rifampicin,2,Significant,LAMOTRIGINE/RIFAMPIN [VA Drug Interaction],C23305826241044
4998,lomitapide,telithromycin,2,Critical,LOMITAPIDE/TELITHROMYCIN [VA Drug Interaction],C56^7759^
6677,norethisterone,secobarbital,2,Significant,NORETHINDRONE/SECOBARBITAL [VA Drug Interaction],C23307741486976
4424,posaconazole,fentanyl,2,Significant,FENTANYL/POSACONAZOLE [VA Drug Interaction],C56^6650^
619,esmolol,felodipine,2,Significant,ESMOLOL/FELODIPINE [VA Drug Interaction],C23303299087174
416,metoprolol,tolbutamide,2,Significant,METOPROLOL/TOLBUTAMIDE [VA Drug Interaction],C23303002433549
4737,cobicistat,dienestrol,2,Significant,COBICISTAT/DIENESTROL [VA Drug Interaction],C56^7261^
4923,azithromycin,bepridil,2,Critical,AZITHROMYCIN/BEPRIDIL [VA Drug Interaction],C56^7530^
4598,enzalutamide,alfentanil,2,Significant,ALFENTANIL/ENZALUTAMIDE [VA Drug Interaction],C56^7045^
4488,everolimus,erythromycin,2,Significant,ERYTHROMYCIN/EVEROLIMUS [VA Drug Interaction],C56^6889^
15341,sodium oxybate,alphaprodine,2,Critical,ALPHAPRODINE/SODIUM OXYBATE [VA Drug Interaction],C56^7962^
2368,citalopram,protriptyline,2,Significant,CITALOPRAM/PROTRIPTYLINE [VA Drug Interaction],C56.3499
1181,mesoridazine,moxifloxacin,2,Critical,MESORIDAZINE/MOXIFLOXACIN [VA Drug Interaction],C23304691766970
5638,nevirapine,ketoconazole,2,Significant,KETOCONAZOLE/NEVIRAPINE [VA Drug Interaction],C56^9845^
4774,cobicistat,tipranavir,2,Critical,COBICISTAT/TIPRANAVIR [VA Drug Interaction],C56^7308^
2487,conivaptan,ritonavir,2,Critical,CONIVAPTAN/RITONAVIR [VA Drug Interaction],C56.3656
3015,silodosin,fosamprenavir,2,Significant,FOSAMPRENAVIR/SILODOSIN [VA Drug Interaction],C56^4472^
4179,fluphenazine,entacapone,2,Significant,ENTACAPONE/FLUPHENAZINE [VA Drug Interaction],C56^6340^
2822,amiodarone,gemifloxacin,2,Critical,AMIODARONE/GEMIFLOXACIN [VA Drug Interaction],C56^4164^
3087,saquinavir,procainamide,2,Significant,PROCAINAMIDE/SAQUINAVIR [VA Drug Interaction],C56^4565^
4539,azithromycin,bretylium,2,Significant,AZITHROMYCIN/BRETYLIUM [VA Drug Interaction],C56^6973^
4100,telaprevir,buprenorphine,2,Significant,BUPRENORPHINE/TELAPREVIR [VA Drug Interaction],C56^6152^
4434,fosamprenavir,alfentanil,2,Significant,ALFENTANIL/FOSAMPRENAVIR [VA Drug Interaction],C56^6660^
2307,doxepin,ritonavir,2,Significant,DOXEPIN/RITONAVIR [VA Drug Interaction],C56.3423
3552,telaprevir,medroxyprogesterone,2,Significant,MEDROXYPROGESTERONE/TELAPREVIR [VA Drug Interaction],C56^5241^
4901,sodium oxybate,flurazepam,2,Critical,FLURAZEPAM/SODIUM OXYBATE [VA Drug Interaction],C56^7504^
1419,itraconazole,ritonavir,2,Significant,ITRACONAZOLE/RITONAVIR [VA Drug Interaction],C23305498962298
2292,propafenone,tizanidine,2,Critical,PROPAFENONE/TIZANIDINE [VA Drug Interaction],C56.3392
468,methamphetamine,pargyline,2,Critical,METHAMPHETAMINE/PARGYLINE [VA Drug Interaction],C23303081109470
5811,anisindione,acetylsalicylic acid,2,Significant,ANISINDIONE/ASPIRIN [VA Drug Interaction],C23303095500126
