struct_id,strength,patent_no,description,trade_name,applicant,appl_type,appl_no,type,dose_form,route,approval_date,patent_expire_date
1676,300MG/10.5ML (29.25MG/ML);9MG/10.5ML (0.88MG/ML),11083730,"TREATMENT OF POSTSURGICAL PAIN PROVIDING ANALGESIA TO A PATIENT FOR UP TO 72 HOURS, FOR EXAMPLE, AFTER BUNIONECTOMY, OPEN INGUINAL HERNIORRHAPHY, OR TOTAL KNEE ARTHROPLASTY VIA SOFT TISSUE OR PERIARTICULAR INSTILLATION",ZYNRELEF KIT,HERON THERAPS INC,N,211988,DISCN,"SOLUTION, EXTENDED RELEASE",PERIARTICULAR,2021-05-12,2035-04-20
5128,100MG IRON/2ML (50MG IRON/ML),11590097,METHOD OF TREATING IDA IN ADULT PATIENTS WITH NON-DIALYSIS DEPENDENT CHRONIC KIDNEY DISEASE & WEIGHING AT LEAST 40 KG BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE AT LEAST ABOUT 0.6 GRAMS OF ELEMENTAL IRON,INJECTAFER,AM REGENT,N,203565,RX,SOLUTION,INTRAVENOUS,2022-02-04,2023-10-20
4188,1GM,10940115,METHOD OF TREATING TRANSFUSIONAL IRON OVERLOAD,FERRIPROX,CHIESI,N,212269,RX,TABLET,ORAL,2020-05-19,2038-10-25
4921,EQ 100MG BASE,8283380,ADJUNCTIVE TREATMENT TO LEVODOPA/CARBIDOPA IN PATIENTS WITH PARKINSONS DISEASE EXPERIENCING OFF EPISODES,XADAGO,MDD US,N,207145,RX,TABLET,ORAL,2017-03-21,2031-03-21
5462,EQ 150MG BASE,8188085,TREATMENT OF ADULT AND POST-MENARCHAL PEDIATRIC FEMALES WITH VULVOVAGINAL CANDIDIASIS (VVC),BREXAFEMME,SCYNEXIS,N,214900,RX,TABLET,ORAL,2021-06-01,2030-08-28
4801,EQ 75MG BASE,7994185,"TAFINLAR IS INDICATED, IN COMBINATION WITH TRAMETINIB, FOR THE ADJUVANT TREATMENT OF PATIENTS WITH MELANOMA WITH BRAF V600E OR V600K MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST, AND INVOLVEMENT OF LYMPH NODE(S), FOLLOWING COMPLETE RESECTION",TAFINLAR,NOVARTIS,N,202806,RX,CAPSULE,ORAL,2013-05-29,2030-01-20
4483,60MG/VIAL,8129346,TREATMENT OF PATIENTS WITH MULTIPLE MYELOMA WHO HAVE RECEIVED AT LEAST TWO PRIOR THERAPIES INCLUDING BORTEZOMIB AND AN IMMUNOMODULATORY AGENT AND HAVE DEMONSTRATED DISEASE PROGRESSION ON OR WITHIN 60 DAYS OF COMPLETION OF THE LAST THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2012-07-20,2025-04-14
144,EQ 137MG BASE,11197835,"TREATMENT OF DYSKINESIA IN PATIENTS WITH PARKINSONS DISEASE RECEIVING LEVODOPA-BASED THERAPY, WITH OR WITHOUT CONCOMITANT DOPAMINERGIC MEDICATIONS",GOCOVRI,ADAMAS OPERATIONS,N,208944,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2017-08-24,2030-12-02
4483,10MG/VIAL,8129346,KYPROLIS IS INDICATED AS A SINGLE AGENT FOR THE TREATMENT OF PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE OR MORE LINES OF THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2018-06-07,2025-04-14
4811,400MG,8633309,FOR THE TREATMENT OF HEPATITIS C,SOVALDI,GILEAD SCIENCES INC,N,204671,RX,TABLET,ORAL,2013-12-06,2029-03-26
2029,80MG,11304909,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",OXYCONTIN,PURDUE PHARMA LP,N,022272,RX,"TABLET, EXTENDED RELEASE",ORAL,2010-04-05,2027-08-24
4224,801MG,7635707,DOSING 1602 MG/DAY PIRFENIDONE FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER AFTER PIRFENIDONE ADMINISTRATION IN TREATMENT OF IPF,ESBRIET,GENENTECH INC,N,208780,RX,TABLET,ORAL,2017-01-11,2029-04-22
1725,10MG;1GM,9949997,METHOD FOR REDUCING THE RISK OF CARDIOVASCULAR DEATH IN ADULT PATIENTS WITH TYPE 2 DIABETES MELLITUS AND CARDIOVASCULAR DISEASE BY ONCE DAILY ADMINISTRATION OF 10 MG OR 25 MG OF EMPAGLIFLOZIN,SYNJARDY XR,BOEHRINGER INGELHEIM,N,208658,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-12-09,2034-05-17
5278,240MG,8445507,"TREATMENT OF NON-METASTATIC, CASTRATION-RESISTANT PROSTATE CANCER (NM-CRPC)",ERLEADA,JANSSEN BIOTECH,N,210951,RX,TABLET,ORAL,2023-02-17,2030-09-15
5014,0.25MG,9839637,TREATMENT OF SCHIZOPHRENIA IN ADULTS AND PEDIATRIC PATIENTS AGES 13 YEARS AND OLDER,REXULTI,OTSUKA,N,205422,RX,TABLET,ORAL,2015-07-10,2026-04-12
302,100MG/4ML (25MG/ML),11103483,FOR THE TREATMENT OF PATIENTS WITH CHRONIC LYMPHOCYTIC LEUKEMIA,BENDEKA,EAGLE PHARMS,N,208194,RX,SOLUTION,IV (INFUSION),2015-12-07,2031-01-28
5382,180MG;10MG,10912751,A METHOD OF TREATING HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE BY DECREASING THE LEVEL OF LDL-C USING A FIXED DOSE COMBINATION OF 180 MG BEMPEDOIC ACID AND 10 MG EZETIMIBE,NEXLIZET,ESPERION THERAPS INC,N,211617,RX,TABLET,ORAL,2020-02-26,2036-03-14
2684,28MG,10207066,TREATMENT OF CYSTIC FIBROSIS PATIENTS WITH PSEUDOMONAS AERUGINOSA,TOBI PODHALER,MYLAN SPECIALITY LP,N,201688,RX,POWDER,INHALATION,2013-03-22,2030-11-04
2713,650MG,8487005,TREATMENT OF CYCLIC HEAVY MENSTRUAL BLEEDING,LYSTEDA,AMRING PHARMS,N,022430,RX,TABLET,ORAL,2009-11-13,2025-03-04
1725,10MG;1GM,10596120,TREATMENT OF A TREATMENT-NAÏVE PATIENT WITH INADEQUATELY CONTROLLED TYPE 2 DIABETES USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN,SYNJARDY XR,BOEHRINGER INGELHEIM,N,208658,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-12-09,2032-03-07
5468,0.6MG,10981952,METHOD OF REDUCING SERUM BILE ACIDS IN PATIENTS 3 MONTHS OR OLDER SUFFERING FROM PROGRESSIVE FAMILIAL INTRAHEPATIC CHOLESTASIS (PFIC),BYLVAY,ALBIREO,N,215498,RX,"CAPSULE, PELLETS",ORAL,2021-07-20,2031-11-08
2029,325MG;7.5MG **Federal Register determination that product was not discontinued or withdrawn for safety or effectiveness reasons**,8372432,MANAGEMENT OF ACUTE PAIN IN PATIENTS REQUIRING OPIOID ANALGESIA,XARTEMIS XR,MALLINCKRODT INC,N,204031,DISCN,"TABLET, EXTENDED RELEASE",ORAL,2014-03-11,2029-03-11
5010,125MG;100MG,11564916,TREATMENT OF CF IN A PATIENT AGE 6 YEARS AND OLDER WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE COMPOSITION RECITED IN CLAIM 1 OF US 11564916,ORKAMBI,VERTEX PHARMS INC,N,206038,RX,TABLET,ORAL,2016-09-28,2029-08-13
2593,600MG;200MG;300MG,9545414,TREATMENT OF HIV-1 INFECTION IN ADULTS,ATRIPLA,GILEAD SCIENCES,N,021937,RX,TABLET,ORAL,2006-07-12,2026-06-13
228,10MG,10420763,TREATMENT OF OFF EPISODES IN PATIENTS WITH PARKINSONS DISEASE,KYNMOBI,SUMITOMO PHARMA AM,N,210875,DISCN,FILM,SUBLINGUAL,2020-05-21,2030-06-11
5218,EQ 200MG BASE,8962630,"IN COMBINATION WITH AN AROMATASE INHIBITOR AS INITIAL ENDOCRINE-BASED THERAPY FOR THE TREATMENT OF ADULT PATIENTS WITH HORMONE RECEPTOR (HR)-POSITIVE, HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2)-NEGATIVE ADVANCED OR METASTATIC BREAST CANCER",KISQALI,NOVARTIS,N,209092,RX,TABLET,ORAL,2017-03-13,2029-12-09
4382,50MG,8772315,"USE IN COMBINATION WITH THE MUSCARINIC ANTAGONIST SOLIFENACIN SUCCINATE FOR THE TREATMENT OF OVERACTIVE BLADDER (OAB) WITH SYMPTOMS OF URGE URINARY INCONTINENCE, URGENCY, AND URINARY FREQUENCY",MYRBETRIQ,APGDI,N,202611,RX,"TABLET, EXTENDED RELEASE",ORAL,2012-06-28,2028-10-30
5226,24MG,11446291,TREATMENT OF TARDIVE DYSKINESIA,AUSTEDO XR,TEVA,N,216354,RX,"TABLET, EXTENDED RELEASE",ORAL,2023-02-17,2036-03-07
5258,EQ 0.89MG BASE,11504365,TREATMENT OF ADULTS WITH MODERATE HEPATIC IMPAIRMENT AND RELAPSED OR REFRACTORY ADVANCED RENAL CELL CARCINOMA FOLLOWING TWO OR MORE PRIOR SYSTEMIC ANTI-CANCER THERAPIES WITH 1MG TIVOZANIB HCL ORALLY FOR 21 DAYS FOLLOWED BY NO DRUG FOR 7 DAYS,FOTIVDA,AVEO PHARMS,N,212904,RX,CAPSULE,ORAL,2021-03-10,2039-11-05
5110,EQ 123MG BASE,10525045,THE TREATMENT OF FABRY PATIENTS,GALAFOLD,AMICUS THERAP US,N,208623,RX,CAPSULE,ORAL,2018-08-10,2028-04-28
2029,10MG,8808741,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",OXYCONTIN,PURDUE PHARMA LP,N,022272,RX,"TABLET, EXTENDED RELEASE",ORAL,2010-04-05,2027-08-24
1003,150MG;150MG;200MG;300MG,8148374,TREATMENT OF HIV INFECTION USING A COMPOSITION CONTAINING A PHARMACOKINETIC ENHANCER THAT INHIBITS CYTOCHROME P450 MONOOXYGENASE,STRIBILD,GILEAD SCIENCES INC,N,203100,RX,TABLET,ORAL,2012-08-27,2029-09-03
179,5MG/2ML (2.5MG/ML),9889118,TREATMENT OF POST-OPERATIVE NAUSEA AND VOMITING,BARHEMSYS,ACACIA,N,209510,RX,SOLUTION,INTRAVENOUS,2020-02-26,2031-03-10
1813,EQ 90MG BASE,7919483,TREATMENT OF ACNE,XIMINO,JOURNEY,N,201922,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2012-07-11,2027-03-07
2571,0.01%;0.045%,11679115,TOPICAL TREATMENT OF PLAQUE PSORIASIS IN ADULTS,DUOBRII,BAUSCH,N,209354,RX,LOTION,TOPICAL,2019-04-25,2036-06-06
5372,"50MG,37.5MG,25MG; 75MG",9974781,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH ELEXACAFTOR, TEZACAFTOR, AND IVACAFTOR",TRIKAFTA (COPACKAGED),VERTEX PHARMS INC,N,212273,RX,TABLET,ORAL,2021-06-08,2027-04-09
5227,EQ 40MG BASE,10912771,TREATMENT OF TARDIVE DYSKINESIA,INGREZZA,NEUROCRINE,N,209241,RX,CAPSULE,ORAL,2017-04-11,2037-10-10
403,EQ 0.8MG BASE,9700555,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ORALLY ADMINISTERING A DOSAGE FORM COMPRISING BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 1 AND 13,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2032-04-30
1386,80MG,10130591,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",HYSINGLA ER,PURDUE PHARMA LP,N,206627,RX,"TABLET, EXTENDED RELEASE",ORAL,2014-11-20,2023-11-20
4875,EQ 60MG BASE,8642025,METHOD OF INHIBITING HEPATITIS C VIRUS,DAKLINZA,BRISTOL-MYERS SQUIBB,N,206843,DISCN,TABLET,ORAL,2015-07-24,2027-08-11
968,3.5MG,10179140,PREVENTION OF PREGNANCY IN FEMALES OF REPRODUCTIVE AGE,DROSPIRENONE,EXELTIS USA INC,N,216285,DISCN,"TABLET, CHEWABLE",ORAL,2022-06-29,2031-06-28
1055,EQ 20MG BASE;375MG,8945621,RISK-REDUCTION OF NSAID-ASSOCIATED GASTRIC ULCERS IN PATIENTS ALSO TAKING LOW DOSE ASPIRIN,VIMOVO,HORIZON,N,022511,RX,"TABLET, DELAYED RELEASE",ORAL,2010-04-30,2031-10-17
4830,25MG;5MG;1GM,10596120,TREATMENT OF A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE METFORMIN THERAPY USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN AND LINAGLIPTIN,TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2032-03-07
4797,"300MG/10ML(30MG/ML),N/A;N/A,12.5GM/50ML(250MG/ML)",9687506,SODIUM NITRITE INJECTION IS ADMINISTERED BY INTRAVENOUS INJECTION,NITHIODOTE,HOPE PHARMS,N,201444,RX,"SOLUTION, SOLUTION","INTRAVENOUS, INTRAVENOUS",2011-01-14,2030-02-10
3317,10MG,7468363,"USE OF REVLIMID (LENALIDOMIDE) FOR THE TREATMENT OF PATIENTS WITH MANTLE CELL LYMPHOMA WHOSE DISEASE HAS RELAPSED OR PROGRESSED AFTER TWO PRIOR THERAPIES, ONE OF WHICH INCLUDED BORTEZOMIB",REVLIMID,CELGENE,N,021880,RX,CAPSULE,ORAL,2005-12-27,2023-10-07
5276,"150MG;150MG, 100MG",10206877,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGE 12 AND OLDER, WHO HAVE TWO COPIES OF THE F508DEL MUTATION OR AT LEAST ONE CFTR MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH THE COMPOSITION OF CLAIM 1 OF US 10,206,877",SYMDEKO (COPACKAGED),VERTEX PHARMS INC,N,210491,RX,TABLET,ORAL,2018-02-12,2035-04-14
4820,20MG,10149829,TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME NON-24 HOUR SLEEP-WAKE DISORDER BY AVOIDING THE USE OF TASIMELTEON IN COMBINATION WITH CYP1A2 STRONG INHIBITORS,HETLIOZ,VANDA PHARMS INC,N,205677,RX,CAPSULE,ORAL,2014-01-31,2033-01-25
5355,12.5MG,11654133,CO-ADMINISTRATION OF CENOBAMATE WITH PHENOBARBITAL AND/OR PHENYTOIN FOR THE TREATMENT OF PARTIAL ONSET SEIZURES,XCOPRI,SK LIFE,N,212839,RX,TABLET,ORAL,2020-03-10,2039-06-16
1386,40MG,9333201,TREATMENT OF PAIN IN PATIENTS WITH HEPATIC IMPAIRMENT,ZOHYDRO ER,RECRO GAINESVILLE,N,202880,DISCN,"CAPSULE, EXTENDED RELEASE",ORAL,2013-10-25,2033-07-25
4810,140MG,8952015,TREATMENT OF SMALL LYMPHOCYTIC LYMPHOMA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2026-12-28
4830,12.5MG;2.5MG;1GM,10596120,TREATMENT OF A TYPE 2 DIABETES MELLITUS PATIENT WITH INSUFFICIENT GLYCEMIC CONTROL DESPITE METFORMIN THERAPY USING A COMPOSITION COMPRISING AN EXTENDED RELEASE CORE COMPRISING METFORMIN AND AN OUTER COATING COMPRISING EMPAGLIFLOZIN AND LINAGLIPTIN,TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2032-03-07
2029,13.5MG,9682075,"MANAGEMENT OF PAIN SEVERE ENOUGH TO REQUIRE DAILY, AROUND-THE-CLOCK, LONG-TERM OPIOID TREATMENT AND FOR WHICH ALTERNATIVE TREATMENT OPTIONS ARE INADEQUATE",XTAMPZA ER,COLLEGIUM PHARM INC,N,208090,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2016-04-26,2030-12-10
403,EQ 0.8MG BASE,9700555,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING A DOSAGE FORM COMPRISING MICRONIZED BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 15 AND 27,CYCLOSET,VEROSCIENCE,N,020866,RX,TABLET,ORAL,2009-05-05,2032-04-30
1832,1.35MG,8109918,TREATMENT OF NASAL POLYPS IN PATIENTS >=18 YEARS OF AGE WHO HAVE HAD ETHMOID SINUS SURGERY USING A CORTICOSTEROID-ELUTING (MOMETASONE FUROATE) IMPLANT,SINUVA,INTERSECT ENT INC,N,209310,RX,IMPLANT,IMPLANTATION,2017-12-08,2024-03-12
835,EQ 400MCG BASE/100ML (EQ 4MCG BASE/ML),8455527,USE FOR SEDATION,PRECEDEX,HOSPIRA,N,021038,RX,INJECTABLE,INJECTION,2013-03-13,2032-01-04
666,12GM/BOT;3.5GM/BOT;10MG/BOT,11191753,FOR CLEANSING OF THE COLON AS A PREPARATION FOR COLONOSCOPY,CLENPIQ,FERRING PHARMS INC,N,209589,RX,SOLUTION,ORAL,2017-11-28,2034-06-23
2233,0.75MG,8679533,TREATMENT OF PARKINSONS DISEASE,MIRAPEX ER,BOEHRINGER INGELHEIM,N,022421,RX,"TABLET, EXTENDED RELEASE",ORAL,2010-02-19,2029-09-08
726,0.6MG,8440721,METHOD OF TREATING GOUT FLARES,COLCRYS,TAKEDA PHARMS USA,N,022352,RX,TABLET,ORAL,2009-07-29,2029-02-17
2352,EQ 100MG BASE/PACKET,7754731,TREATMENT OF HIV INFECTION,ISENTRESS,MSD SUB MERCK,N,205786,RX,POWDER,ORAL,2013-12-20,2029-03-11
2706,200MG,8298580,TREATMENT OF EPILEPSY,TROKENDI XR,SUPERNUS PHARMS,N,201635,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2013-08-16,2027-11-16
4135,60MG,7674774,INDICATED FOR THE TREATMENT OF ATTENTION-DEFICIT/HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-12-10,2023-02-24
1082,"0.01MG,0.01MG,N/A;1MG,N/A,N/A",7704984,PREVENTION OF PREGNANCY,LO MINASTRIN FE,APIL,N,204654,DISCN,"TABLET, CHEWABLE, TABLET",ORAL,2013-07-24,2029-02-02
5406,1MG/ML (1MG/ML),11077098,MANAGEMENT OF ACUTE PAIN BY INTRAVENOUS INJECTION,OLINVYK,TREVENA,N,210730,RX,SOLUTION,INTRAVENOUS,2020-10-30,2032-03-23
4830,5MG;1GM,9949997,METHOD FOR REDUCING THE RISK OF CARDIOVASCULAR DEATH IN ADULT PATIENTS WITH TYPE 2 DIABETES MELLITUS AND CARDIOVASCULAR DISEASE BY ONCE DAILY ADMINISTRATION OF 10 MG OR 25 MG OF EMPAGLIFLOZIN,SYNJARDY XR,BOEHRINGER INGELHEIM,N,208658,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-12-09,2034-05-17
1413,1GM,8563608,METHOD OF REDUCING TG LEVELS IN PATIENT SUFFERING FROM SEVERE HYPERTRIGLYCERIDEMIA,VASCEPA,AMARIN PHARMS,N,202057,RX,CAPSULE,ORAL,2012-07-26,2030-04-29
842,105MG;45MG,10881624,DEXTROMETHORPHAN AND BUPROPION IN COMBINATION TO TREAT MAJOR DEPRESSIVE DISORDER,AUVELITY,AXSOME,N,215430,RX,"TABLET, EXTENDED RELEASE",ORAL,2022-08-18,2034-11-05
2389,90MG,10376590,METHOD OF TREATING SCHIZOPHRENIA,PERSERIS KIT,INDIVIOR,N,210655,RX,"FOR SUSPENSION, EXTENDED RELEASE",SUBCUTANEOUS,2018-07-27,2028-02-13
946,10MG;14MG,8058291,MEMANTINE HCL/DONEPEZIL HCL COMBINATION FOR THE TREATMENT OF MODERATE TO SEVERE DEMENTIA OF THE ALZHEIMERS TYPE,NAMZARIC,ABBVIE,N,206439,RX,"CAPSULE, EXTENDED RELEASE",ORAL,2014-12-23,2029-12-05
1413,500MG,8445003,METHOD OF REDUCING TG LEVELS IN PATIENT SUFFERING FROM SEVERE HYPERTRIGLYCERIDEMIA,VASCEPA,AMARIN PHARMS,N,202057,RX,CAPSULE,ORAL,2017-02-16,2030-04-29
432,133MG/10ML (13.3MG/ML),11278494,"METHOD OF TREATING PAIN, FOR EXAMPLE, TREATING POSTSURGICAL PAIN VIA INFILTRATION FOR LOCAL ANALGESIA OR VIA INTERSCALENE BRACHIAL PLEXUS NERVE BLOCK FOR REGIONAL ANALGESIA",EXPAREL,PACIRA PHARMS INC,N,022496,RX,"INJECTABLE, LIPOSOMAL",INJECTION,2011-10-28,2041-01-22
5062,EQ 40MG BASE,8946235,ADJUVANT THERAPY AFTER TUMOR RESECTION IN PATIENTS WITH NON-SMALL CELL LUNG CANCER(NSCLC) WHOSE TUMORS HAVE EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) EXON 19DELETIONS OR EXON 21 L858R MUTATIONS,TAGRISSO,ASTRAZENECA,N,208065,RX,TABLET,ORAL,2015-11-13,2032-08-08
4483,30MG/VIAL,8207127,KYPROLIS IS INDICATED IN COMBINATION WITH DARATUMUMAB PLUS DEXAMETHASONE FOR THE TREATMENT OF PATIENTS WITH RELAPSED OR REFRACTORY MULTIPLE MYELOMA WHO HAVE RECEIVED ONE TO THREE LINES OF THERAPY,KYPROLIS,ONYX PHARMS AMGEN,N,202714,RX,POWDER,INTRAVENOUS,2016-06-03,2025-04-14
432,200MG/7ML (29.25MG/ML);6MG/7ML (0.88MG/ML),11413350,"TREATMENT OF POSTSURGICAL PAIN PROVIDING ANALGESIA TO A PATIENT FOR UP TO 72 HOURS, FOR EXAMPLE, AFTER FOOT AND ANKLE, SMALL-TO-MEDIUM OPEN ABDOMINAL, AND LOWER EXTREMITY TOTAL JOINT ARTHROPLASTY SURGICAL PROCEDURES VIA INSTILLATION",ZYNRELEF KIT,HERON THERAPS INC,N,211988,RX,"SOLUTION, EXTENDED RELEASE",PERIARTICULAR,2021-05-12,2035-04-20
434,96MG/0.27ML (356MG/ML),11110084,A METHOD OF ADMINISTERING AN OPIOID MAINTENANCE TREATMENT COMPRISING BUPRENORPHINE,BRIXADI,BRAEBURN,N,210136,RX,"SOLUTION, EXTENDED RELEASE",SUBCUTANEOUS,2023-05-23,2032-07-26
1725,5MG;2.5MG;1GM,10022379,"METHOD OF TREATING TYPE 2 DIABETES USING A PHARMACEUTICAL COMPOSITION COMPRISING LINAGLIPTIN, METFORMIN, EMPAGLIFLOZIN AND A BASIC AMINO ACID",TRIJARDY XR,BOEHRINGER INGELHEIM,N,212614,RX,"TABLET, EXTENDED RELEASE",ORAL,2020-01-27,2029-04-02
1028,2MG/250ML (8MCG/ML),11083698,TO INCREASE MEAN ARTERIAL BLOOD PRESSURE IN ADULT PATIENTS WITH HYPOTENSION ASSOCIATED WITH SEPTIC SHOCK,EPINEPHRINE IN 0.9% SODIUM CHLORIDE,PAR STERILE PRODUCTS,N,215875,RX,SOLUTION,INTRAVENOUS,2023-04-21,2039-03-21
4716,EQ 45MG BASE,11192897,A METHOD FOR TREATING CHRONIC MYELOID LEUKEMIA,ICLUSIG,TAKEDA PHARMS USA,N,203469,RX,TABLET,ORAL,2012-12-14,2033-12-12
5014,0.25MG,8618109,TREATMENT OF SCHIZOPHRENIA IN ADULTS AND PEDIATRIC PATIENTS AGES 13 YEARS AND OLDER,REXULTI,OTSUKA,N,205422,RX,TABLET,ORAL,2015-07-10,2026-04-12
4498,78MG/0.5ML (78MG/0.5ML),9439906,DOSING REGIMEN FOR THE TREATMENT OF SCHIZOAFFECTIVE DISORDER IN ADULTS AS A MONOTHERAPY AND AS AN ADJUNCT TO MOOD STABILIZERS OR ANTIDEPRESSANTS BY ADMINISTERING TWO LOADING DOSES OF PALIPERIDONE PALMITATE FOLLOWED BY MAINTENANCE DOSE(S),INVEGA SUSTENNA,JANSSEN PHARMS,N,022264,RX,"SUSPENSION, EXTENDED RELEASE",INTRAMUSCULAR,2009-07-31,2031-01-26
4810,280MG,10004746,TREATMENT OF CHRONIC LYMPHOCYTIC LEUKEMIA WITH 17P DELETION,IMBRUVICA,PHARMACYCLICS LLC,N,210563,RX,TABLET,ORAL,2018-02-16,2031-06-03
4907,150MG,8912187,"MAINTENANCE TREATMENT OF RECURRENT EPITHELIAL OVARIAN, FALLOPIAN TUBE OR PRIMARY PERITONEAL CANCER, WHO ARE IN A COMPLETE OR PARTIAL RESPONSE TO PLATINUM-BASED CHEMOTHERAPY",LYNPARZA,ASTRAZENECA,N,208558,RX,TABLET,ORAL,2017-08-17,2024-03-12
4801,EQ 50MG BASE,8835443,"TAFINLAR(R) IS INDICATED, IN COMBINATION WITH TRAMETINIB, FOR THE TREATMENT OF PATIENTS WITH UNRESECTABLE OR METASTATIC MELANOMA WITH BRAF V600E OR V600K MUTATIONS, AS DETECTED BY AN FDA-APPROVED TEST.",TAFINLAR,NOVARTIS,N,202806,RX,CAPSULE,ORAL,2013-05-29,2025-06-10
1725,5MG;1GM,10022379,"USE OF A PHARMACEUTICAL COMPOSITION COMPRISING LINAGLIPTIN, METFORMIN AND A BASIC AMINO ACID TO TREAT TYPE 2 DIABETES MELLITUS",JENTADUETO XR,BOEHRINGER INGELHEIM,N,208026,RX,"TABLET, EXTENDED RELEASE",ORAL,2016-05-27,2029-04-02
4135,20MG,7662788,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,021977,RX,CAPSULE,ORAL,2007-12-10,2023-02-24
956,EQ 3MG BASE,10653660,TREATMENT OF INSOMNIA,SILENOR,CURRAX,N,022036,RX,TABLET,ORAL,2010-03-17,2027-07-20
4135,30MG,7678771,FOR THE TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),VYVANSE,TAKEDA PHARMS USA,N,208510,RX,"TABLET, CHEWABLE",ORAL,2017-01-28,2023-02-24
4359,EQ 500MG BASE,11103497,"A METHOD FOR TREATING A BCRABL POSITIVE LEUKEMIA IN A SUBJECT THAT IS RESISTANT TO IMATINIB COMPRISING ADMINISTERING TO THE SUBJECT A THERAPEUTICALLY EFFECTIVE AMOUNT OF BOSUTINIB, WHEREIN THE SUBJECT HAS A MUTATION IN THE BCRABL PROTEIN AT 949T>C",BOSULIF,PF PRISM CV,N,203341,RX,TABLET,ORAL,2012-09-04,2034-02-28
