code,description
U-617,TREATMENT OF ACUTE PROMYELOGENOUS LEUKEMIA (APL)
U-725,ALLERGIC RHINITIS AND URTICARIA
U-3312,METHOD TO TREAT IDA IN ADULTS & PEDIATRIC PATIENTS 1 YR & OLDER WITH INTOLERANCE OR UNSATISFACTORY RESPONSE TO ORAL IRON & WEIGHING AT LEAST 40 KG BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE TO PROVIDE AT LEAST ABOUT 0.6 G OF ELEMENTAL IRON
U-112,CONTRACEPTION
U-2065,FULL DAILY DOSING FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER ALT OR AST AFTER PIRFENIDONE ADMINISTRATION
U-134,TREATMENT OF ACNE VULGARIS
U-3293,METHOD OF TREATING BACTERIAL VAGINOSIS BY SINGLE DOSE ADMINISTRATION OF A CLINDAMYCIN PHARMACEUTICAL GEL FORMULATION
U-527,METHOD OF DELIVERING AN ACTIVE INGREDIENT USING A PROGRESSIVE HYDRATION BIOADHESIVE
U-1224,REDUCTIONS IN BODY WEIGHT ARE OBSERVED WITH EXENATIDE
U-2748,USE OF NEXLETOL AS AN ADJUNCT TO DIET AND MAXIMALLY TOLERATED STATIN THERAPY FOR INHIBITING CHOLESTEROL SYNTHESIS TO LOWER LDL-C IN ADULTS WITH HETEROZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA OR ESTABLISHED ATHEROSCLEROTIC CARDIOVASCULAR DISEASE
U-290,INHIBITING TRANSPLANT REJECTION USING RAPAMYCIN (SIROLIMUS)
U-3008,TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME BY ADMINISTERING TASIMELTEON TO PATIENTS WITH A SMOKING HISTORY
U-2669,TREATMENT OF ADULT PATIENTS WITH PREVIOUSLY UNTREATED SMALL LYMPHOCYTIC LEUKEMIA IN COMBINATION WITH OBINUTUZUMAB
U-2724,A METHOD OF ORAL DELIVERY OF TREPROSTINIL COMPRISING ADMINISTERING AN ORAL OSMOTIC PHARMACEUTICAL DOSAGE FORM
U-2121,TREATMENT OF PARTIAL-ONSET SEIZURES IN A PATIENT SUFFERING FROM OR SUSCEPTIBLE TO ABSENCE SEIZURES
U-2840,TREATMENT OF HOSPITAL-ACQUIRED BACTERIAL PNEUMONIA AND VENTILATOR-ASSOCIATED BACTERIAL PNEUMONIA (HABP/VABP)
U-1240,TREATMENT OF HEAVY MENSTRUAL BLEEDING IN WOMEN WITHOUT ORGANIC PATHOLOGY WHO CHOOSE TO USE AN ORAL CONTRACEPTIVE AS THEIR METHOD OF CONTRACEPTION
U-1386,A METHOD OF INCREASING THE TESTOSTERONE BLOOD LEVEL OF A PERSON IN NEED THEREOF
U-1249,TREATMENT OF MALE PATIENT HAVING A DISEASE OR CONDITION RESPONSIVE TO A TERATOGENIC DRUG
U-440,METHOD FOR TRANSDERMAL ADMINISTRATION OF A DRUG THROUGH NON-SCROTAL SKIN USING A TRANSDERMAL DRUG DELIVERY DEVICE CONTAINING THE DRUG AND HAVING AN ADHESIVE SURFACE
U-42,ADJUVANT TREATMENT IN COMBINATION WITH FLUOROURACIL AFTER SURGICAL RESECTION IN PATIENTS WITH DUKES STAGE C COLON CANCER
U-1674,DOSAGE MODIFICATION TO REDUCE RISKS ASSOCIATED WITH QT PROLONGATION NOT INDUCED BY OTHER DRUGS DURING TREATMENT WITH ILOPERIDONE
U-2380,TREATMENT OF COMPLICATED INTRA-ABDOMINAL INFECTIONS IN PATIENTS 18 YEARS OF AGE AND OLDER
U-3592,"TREATMENT OF A MODERATE TO MILD CLINICAL PHENOTYPE OF CF IN PATIENTS AGED 2 TO <6 YEARS WHO HAVE AT LEAST ONE F508DEL MUTATION IN THE CFTR GENE OR A MUTATION IN THE CFTR GENE THAT IS RESPONSIVE BASED ON IN VITRO DATA WITH ELX, TEZ, AND IVA"
U-3196,"TREATMENT OF ADULTS WITH LOCALLY ADVANCED OR METASTATIC UROTHELIAL CARCINOMA WITH SUSCEPTIBLE FGFR3 OR FGFR2 GENETIC ALTERATIONS, AND PROGRESSED DURING OR FOLLOWING PRIOR PLATINUM-CONTAINING CHEMOTHERAPY, WITH DOSING BASED ON SERUM PHOSPHATE LEVELS"
U-2807,TREATMENT OF MODERATE TO SEVERE MIGRAINE PAIN WITH PAIN FREE AT 2 HOURS POST ADMINISTRATION
U-3410,A METHOD OF INJECTING AN IMPLANT
U-591,TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER USING A DOSAGE FORM WHICH PROVIDES ONCE-DAILY ORAL ADMINISTRATION OF A PHENIDATE DRUG
U-2498,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGES 12 AND OLDER, WHO HAVE TWO COPIES OF THE F508DEL MUTATION OR ONE F508DEL MUTATION AND A CFTR MUTATION PREDICTED TO BE RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH THE COMPOSITION OF CLAIM 1 OF US 10,206,877"
U-335,USE OF PRAVASTATIN SODIUM FOR SECONDARY PREVENTION OF CORONARY EVENTS IN MEN AND WOMEN WHO HAVE HAD A MYOCARDIAL INFARCTION AND HAVE NORMAL CHOLESTEROL LEVELS
U-367,TREATMENT OF CARDIOVASCULAR DISORDERS
U-3126,USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF A SECOND AND FURTHER CARDIOVASCULAR EVENT IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE
U-2102,TREATMENT OF DELETERIOUS OR SUSPECTED DELETERIOUS GERMLINE BRCA-MUTATED ADVANCED OVARIAN CANCER WHO HAVE BEEN TREATED WITH THREE OR MORE PRIOR LINES OF CHEMOTHERAPY BASED ON AN FDA-APPROVED COMPANION DIAGNOSTIC FOR LYNPARZA
U-3421,"TREATMENT OF COMPLICATED URINARY TRACT INFECTIONS (CUTI) INCLUDING PYELONEPHRITIS CAUSED BY THE FOLLOWING SUSCEPTIBLE MICROORGANISMS: ESCHERICHIA COLI,KLEBSIELLA PNEUMONIA,ENTEROBACTER CLOACAE SPECIES COMPLEX WITH MEROPENEM & VABORBACTAM AS SPECIFIED"
U-1689,METHOD FOR CHRONIC WEIGHT MANAGEMENT BY INDUCING SATIETY IN AN INDIVIDUAL WHO DOES NOT HAVE SEVERE RENAL IMPAIRMENT OR ESRD
U-2341,METHOD OF RECONSTITUTING A LYOPHILIZED LIPOSOMAL COMPOSITION FOR ADMINISTERING CYTARABINE AND DAUNORUBICIN TO TREAT ADULTS WITH NEWLY-DIAGNOSED THERAPY-RELATED ACUTE MYELOID LEUKEMIA (T-AML) OR AML WITH MYELODYSPLASIA-RELATED CHANGES (AML-MRC)
U-1994,REDUCTION IN RISK OF OVERT HEPATIC ENCEPHALOPATHY (HE) IN ADULTS
U-2463,"VISUALIZATION OF VESSELS, BLOOD FLOW AND TISSUE PERFUSION IN SURGICAL FLAPS IN VASCULAR,  GASTROINTESTINAL, ORGAN TRANSPLANT, AND PLASTIC, MICRO- AND RECONSTRUCTIVE, INCLUDING MINIMALLY INVASIVE, SURGERY"
U-2071,FULL DAILY DOSING FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER AFTER PIRFENIDONE ADMINISTRATION IN TREATMENT OF IPF
U-2484,INTERMITTENT TREATMENT OF OFF EPISODES IN PATIENTS WITH PARKINSONS DISEASE TREATED WITH CARBIDOPA/LEVODOPA BY INHALATION OF LEVODOPA POWDER PARTICLES
U-2763,METHOD OF TREATING ADULTS WITH SCHIZOPHRENIA COMPRISING ADMINISTERING ASENAPINE VIA A TRANSDERMAL PATCH
U-1591,TREATMENT OF ASTHMA IN PATIENTS AGED 12 YEARS AND OLDER
U-232,METHOD OF TREATING MIGRAINE
U-314,METHOD FOR TREATING HYPERPARATHYROIDISM WHICH COMPRISES SUPPRESSING PARATHYROID ACTIVITY
U-2096,SOTYLIZE IS INDICATED FOR THE MAINTENANCE OF NORMAL SINUS RHYTHM [DELAY IN TIME TO RECURRENCE OF ATRIAL FIBRILLATION/ATRIAL FLUTTER (AFIB/AFL)] IN PATIENTS WITH SYMPTOMATIC AFIB/AFL WHO ARE CURRENTLY IN SINUS RHYTHM
U-340,THE LONG TERM TREATMENT OF GROWTH FAILURE DUE TO LACK OF ADEQUATE ENDOGENOUS GROWTH HORMONE SECRETION IN CHILDREN
U-3009,TREATMENT OF NIGHTTIME SLEEP DISTURBANCES IN SMITH-MAGENIS SYNDROME BY ADMINISTERING TASIMELTEON TO PATIENTS WITH A SMOKING HISTORY
U-2856,INCREASING SURVIVAL IN METASTATIC CASTRATION-RESISTANT PROSTATE CANCER PATIENTS PREVIOUSLY TREATED WITH DOCETAXEL BY ADMINISTERING 20 TO 25 MG/M2 CABAZITAXEL AFTER A PREMEDICATION REGIMEN THAT INCLUDES AN H2-ANTAGONIST
U-383,METHOD FOR TREATING GLAUCOMA AND OCULAR HYPERTENSION
U-3263,METHOD FOR TREATING SPASTICITY
U-3551,"FOR THE TOPICAL TREATMENT OF NONSEGMENTAL VITILIGO IN ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER, IN THE ABSENCE OF PHOTOTHERAPY, WHEREIN THE VITILIGO AFFECTS AT LEAST ONE OF THE LOWER EXTREMITIES, TRUNK, AND FEET OF THE PATIENT"
U-2680,TREATING LOW BLOOD PRESSURE WITH ANGIOTENSIN II WITH AN INITIAL RATE OF ABOUT 5 NG/KG/MIN TO ABOUT 20 NG/KG/MIN IN A SUBJECT HAVING REFRACTORY HYPOTENSION OR SEVERE HYPOTENSION
U-2128,"METHOD OF INHIBITING THE BINDING OF ACETYLCHOLINE TO AN ACETYLCHOLINE RECEPTOR IN THE RESPIRATORY TRACT OF A HUMAN, COMPRISING CONTACTING THE RECEPTOR WITH AN EFFECTIVE AMOUNT OF UMECLIDINIUM, VIA INHALATION"
U-2044,"DOSE REDUCTION OF PIRFENIDONE BY ABOUT ONE HALF DURING CONCURRENT ADMINISTRATION OF CIPROFLOXACIN AT A DOSE OF 750 MG TWICE DAILY (1500 MG/DAY) TO REDUCE DRUG INTERACTIONS IN TREATMENT OF A FIBROTIC, INFLAMMATORY, OR AUTOIMMUNE DISORDER"
U-585,TO PROMOTE WEIGHT GAIN AFTER WEIGHT LOSS IN CERTAIN TYPES OF PATIENTS
U-2209,TREATING OPIOID ADDICTION BY ADMINISTERING BUPRENORPHINE ONCE PER MONTH
U-805,TREATMENT OF IMPETIGO DUE TO STAPHYLOCOCCUS AUREUS OR STREPTOCOCCUS PYOGENES
U-434,"CONTROLLED SYMPTOMS OF DIARRHEA, BLOATING PRESSURE AND CRAMPS, COMMONLY REFERRED TO AS GAS"
U-2916,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 26 AND 32 WHEREIN THE EFFECTS ARE AS RECITED IN SAID CLAIMS
U-1141,REDUCTION IN TG BY DOSING ONCE PER DAY IN THE EVENING OR AT NIGHT
U-3678,A METHOD FOR REDUCING THE INCIDENCE OF CHEMOTHERAPY-INDUCED MYELOSUPPRESSION IN ADULT PATIENTS WHEN ADMINISTERED PRIOR TO A PLATINUM/ETOPOSIDE-CONTAINING REGIMEN FOR EXTENSIVE-STAGE SMALL CELL LUNG CANCER
U-3497,A METHOD OF TREATING A CANCER WHERE THE CANCER IS ACUTE MYELOID LEUKEMIA (AML)
U-1044,TOPICAL TREATMENT OF SCALP PSORIASIS
U-813,MAINTENANCE TREATMENT OF BRONCHOCONSTRICTION IN PATIENTS WITH CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)
U-721,TREATMENT OF INFLUENZA
U-1730,REDUCE THE RISK OF RECURRENT PULMONARY EMBOLISM
U-2318,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 12 AND OLDER, WHO ARE HOMOZYGOUS FOR THE F508DEL MUTATION OR HAVE AT LEAST ONE CFTR GENE MUTATION THAT IS RESPONSIVE TO TEZACAFTOR/IVACAFTOR, WITH TEZACAFTOR AND IVACAFTOR"
U-1036,METHOD OF TREATING TYPE 2 DIABETES MELLITUS BY ADMINISTERING A DIPEPTIDYL PEPTIDASE-4 INHIBITOR IN COMBINATION WITH INSULIN
U-1163,METHOD OF TREATING THROMBOSIS
U-1021,SHORT-TERM TREATMENT (4-8 WEEKS) OF ACTIVE BENIGN GASTRIC ULCER
U-1256,TREATMENT OF SEBORRHEIC DERMATITIS
U-1269,"TREATMENT OF RHEUMATOLOGIC, ALLERGIC, PULMONARY,  GASTROINTESTINAL,  DERMATOLOGIC DISEASES OR CONDITIONS BY THE USE OF A DELAYED RELEASE 5MG PREDNISONE TABLET"
U-1400,"FOR THE TREATMENT OF PRIMARY HYPERLIPIDEMIA, MIXED HYPERLIPIDEMIA OR HOMOZYGOUS FAMILIAL HYPERCHOLESTEROLEMIA"
U-1106,TREATING HYPERTRIGLYCERIDEMIAS WITH REDUCTION OF FOOD EFFECT
U-645,TREATMENT OF ASTHMA
U-346,METHOD FOR INHIBITING CYTOCHROME P450 MONOOXYGENASE WITH RITONAVIR AND A METHOD FOR IMPROVING THE PHARMACOKINETICS OF A DRUG THAT IS METABOLIZED BY CYTOCHROME P450 MONOOXYGENASE BY ADMIN THE DRUG AND RITONAVIR
U-396,METHOD OF TREATING PEOPLE SUFFERING FROM DEPRESSION
U-2066,"DOSAGE MODIFICATION FOLLOWING GRADE 2 ABNORMALITY IN LIVER FUNCTION BIOMARKER ALT OR AST AFTER PIRFENIDONE ADMINISTRATION, BY ADMINISTERING SUB-2400 MG/DAY DOSE, FOLLOWED BY FULL DAILY DOSE"
U-581,"METHOD OF TREATING A CONDITION CAPABLE OF TREATMENT BY INHALATION, E.G. ASTHMA, COMPRISING ADMINISTRATION OF A FORMULATION CLAIMED IN US PATENT NO. 6743413"
U-2905,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 1 AND 19 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIM 1
U-3526,TREATMENT OF CF IN A PATIENT AGE 1 TO <6 YEARS AND WEIGHING 7 KG OR MORE WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING THE COMPOSITION RECITED IN CLAIM 1 OF US 11564916
U-2919,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIMS 26 AND 36 WHEREIN THE EFFECTS ARE AS RECITED IN SAID CLAIMS
U-1032,USE OF ROSUVASTATIN CALCIUM FOR THE PRIMARY PREVENTION OF CARDIOVASCULAR DISEASE IN INDIVIDUALS WITHOUT CLINICALLY EVIDENT CORONARY HEART DISEASE BUT WITH INCREASED RISK FACTORS
U-3587,"TREATMENT OF CYSTIC FIBROSIS IN PATIENTS AGED 6 YEARS AND OLDER WHO HAVE IN THE CFTR GENE AT LEAST ONE F508DEL MUTATION OR A RESPONSIVE MUTATION BASED ON IN VITRO DATA WITH AN EFFECTIVE AMOUNT OF ELX, TEZ, AND IVA"
U-1013,METHOD OF USING RIBAVIRIN IN COMBINATION WITH PEGYLATED INTERFERON ALPHA-2B TO TREAT PATIENTS WITH CHRONIC HEPATITIS C
U-490,TESTOSTERONE REPLACEMENT THERAPY IN MALES FOR CONDITIONS ASSOCIATED WITH A DEFICIENCY OR ABSENCE OF ENDOGENOUS TESTOSTERONE
U-3424,TREATMENT OF CYSTIC FIBROSIS IN A PATIENT AGE 1-5 YEARS WHO IS HOMOZYGOUS FOR THE F508DEL MUTATION IN THE CFTR GENE USING LUMACAFTOR AND IVACAFTOR
U-3495,A METHOD OF TREATING ACUTE MYELOID LEUKEMIA (AML) IN PATIENTS WITH AN ISOCITRATE DEHYDROGENASE-1 (IDH1) MUTATION
U-2093,TREATMENT OF TYPE II SPINAL MUSCULAR ATROPHY
U-597,FORTEO IS INDICATED FOR THE TREATMENT OF POST MENOPAUSAL WOMEN WITH OSTEOPOROSIS WHO ARE AT HIGH RISK FOR FRACTURE
U-3314,METHOD OF TREATING IDA IN ADULTS & PEDIATRIC PATIENTS 1 YR & OLDER HAVING INTOLERANCE OR UNSATISFACTORY RESPONSE TO ORAL IRON ASSOCIATED WITH HEAVY UTERINE BLEEDING OR GASTROINTESTINAL DISORDER BY INTRAVENOUSLY ADMINISTERING FERRIC CARBOXYMALTOSE
U-2182,IMPROVEMENT OF GLYCEMIC CONTROL IN TYPE 2 DIABETES MELLITUS PATIENTS
U-814,TREATMENT OF SCHIZOPHRENIA
U-3350,ACUTE TREATMENT OF AGITATION ASSOCIATED WITH SCHIZOPHRENIA OR BIPOLAR I OR II DISORDER BY SUBLINGUAL ADMINISTRATION
U-193,PSORIASIS
U-3015,TOPICAL TREATMENT OF ACTINIC KERATOSIS OF THE FACE OR SCALP
U-1171,REDUCTION OF THE RATE OF THROMBOTIC EVENTS IN PATIENTS WITH ACUTE CORONARY SYNDROME
U-1691,INDICATED FOR THE ONCE-DAILY INHALED TREATMENT FOR ASTHMA IN ADULTS AGED 18 YEARS AND OLDER
U-1121,METHOD OF TREATING TRAVELERS DIARRHEA
U-2977,TREATING ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH ADVANCED OR METASTATIC RET FUSION-POSITIVE REFRACTORY DIFFERENTIATED THYROID CANCER WHO REQUIRE SYSTEMIC THERAPY AND ARE RADIOACTIVE IODINE-REFRACTORY
U-521,METHOD OF USING RIBAVIRIN IN COMBINATION WITH INTRON A (INTERFERON ALPHA-2 B RECOMBINANT) INJECTION TO TREAT PATIENTS WITH CHRONIC HEPATITIS C
U-830,TREATMENT OF RELAPSED SMALL CELL LUNG CANCER
U-3608,TREATMENT OF CYSTIC FIBROSIS USING IVACAFTOR IN A PATIENT AGE 1 MONTH TO <4 MONTHS WHO HAS A R117H MUTATION IN THE CFTR GENE
U-1196,RELIEF OF SIGNS AND SYMPTOMS OF RHEUMATOID ARTHRITIS AND OSTEOARTHRITIS AND TO DECREASE RISK OF DEVELOPING UPPER GASTROINTESTINAL ULCERS IN PATIENTS WHO ARE TAKING IBUPROFEN FOR THOSE INDICATIONS
U-1553,TO MAINTAIN HEALING OF EE AND RELIEF OF HEARTBURN
U-2018,"MANAGEMENT OF MILD TO MODERATE PAIN, MANAGEMENT OF MODERATE TO SEVERE PAIN AS AN ADJUNCT TO OPIOID ANALGESICS IN A CRITICALLY ILL PATIENT WITH INTRAVENOUS IBUPROFEN IN NEED THEREOF"
U-2779,TREATMENT OF SPASTICITY
U-599,METHOD FOR TREATING ALLERGIC CONJUNCTIVITIS
U-762,TREATMENT OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE
U-439,TREATMENT OF OBESITY
U-1126,USE IN COMBINATION WITH PREDNISONE FOR THE TREATMENT OF PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER WHO HAVE RECEIVED PRIOR CHEMOTHERAPY CONTAINING DOCETAXEL
U-1064,TREATMENT OF BIPOLAR DISORDER AND SCHIZOPHRENIA
U-88,TREATMENT OF MODERATE PLAQUE PSORIASIS
U-1646,"TREATMENT OF POST-ENCEPHALITIC PARKINSONISM, AND PARKINSONISM THAT MAY FOLLOW CARBON MONOXIDE INTOXICATION OR MANGANESE INTOXICATION"
U-983,METHOD OF TREATING OSTEOPOROSIS IN A POST-MENOPAUSAL WOMAN AT RISK FOR FRACTURE
U-3141,METHOD OF TREATING BIPOLAR DISORDER BY ADMINISTERING THE ATYPICAL ANTIPSYCHOTIC OLANZAPINE AND SAMIDORPHAN
U-896,TREATMENT OF NASAL SYMPTOMS OF SEASONAL AND PERENNIAL ALLERGIC RHINITIS IN ADULTS AND CHILDREN TWO YEARS OF AGE AND OLDER
U-2970,TREATMENT OF ADULT PATIENTS WITH CHRONIC GRAFT-VERSUS-HOST DISEASE (CGVHD) AFTER FAILURE OF ONE OR MORE LINES OF SYSTEMIC THERAPY
U-394,METHOD OF USE OF ALPHAGAN
U-2252,THE TREATMENT OF ACUTE OTITIS EXTERNA IN PATIENTS 6 MONTHS OF AGE AND OLDER DUE TO PSEUDOMONAS AERUGINOSA AND STAPHYLOCOCCUS AUREUS
U-3386,A METHOD FOR TREATING A CANCER CHARACTERIZED BY AN IDH1 MUTATION WITH IVOSIDENIB IN COMBINATION WITH AZACITIDINE WHEREIN THE CANCER IS NEWLY DIAGNOSED AML
U-3555,ADMINISTRATION OF ZAVEGEPANT FOR ACUTE TREATMENT OF MIGRAINE WITH OR WITHOUT AURA
U-672,TREATMENT OF INFLAMMATION OR AN INFLAMMATION-ASSOCIATED DISORDER
U-2962,USE OF VASCEPA AS AN ADJUNCT TO STATIN THERAPY TO REDUCE THE RISK OF CORONARY REVASCULARIZATION IN AN ADULT PATIENT WITH ESTABLISHED CARDIOVASCULAR DISEASE
U-1087,DETECTION OF NON-MUSCLE INVASIVE PAPILLARY CANCER OF THE BLADDER BY PHOTODYNAMIC CYSTOSCOPY
U-11,TREATMENT OR PROPHYLAXIS OF CARDIAC DISORDERS
U-1935,"REDUCTION OF THE RATE OF CARDIOVASCULAR DEATH, MYOCARDIAL INFARCTION, AND STROKE IN PATIENTS WITH A HISTORY OF MYOCARDIAL INFARCTION"
U-1658,"TREATMENT OF ER-POSITIVE, HER2-NEGATIVE ADVANCED BREAST CANCER IN COMBINATION WITH LETROZOLE AS INITIAL ENDOCRINE-BASED THERAPY FOR METASTATIC DISEASE IN POSTMENOPAUSAL WOMEN"
U-2232,TREATMENT OF PSORIATIC ARTHRITIS USING A DOSAGE TITRATION SCHEDULE
U-1749,ACUTE TREATMENT OF MANIC AND MIXED EPISODES ASSOCIATED WITH BIPOLAR I DISORDER
U-1857,"TO INCREASE BLOOD PRESSURE IN ADULTS WITH VASODILATORY SHOCK (E.G., POST-CARDIOTOMY OR SEPSIS) WHO REMAIN HYPOTENSIVE DESPITE FLUIDS AND CATECHOLAMINES"
U-460,METHOD OF TREATING PSYCHIATRIC SYMPTOMS ASSOCIATED WITH PREMENSTRUAL DISORDERS USING SERTRALINE
U-158,ANGINA
U-249,METHOD OF TREATING ALLERGIC OR NON-ALLERGIC RHINITIS IN PATIENTS BY ADMINISTERING AEROSOLIZED PARTICLES OF MOMETASONE FUROATE
U-3327,"A METHOD OF TREATING PSORIATIC ARTHRITIS BY ADMINISTERING THE FORMULATION OF TOFACITINIB OF CLAIMS 1, 8, 15-20, 27-31, 34-44, 46, 48, 50, 53, 59, 62, 68-71, 73, 76, 82-84, AND 87-98"
U-985,TREATMENT OF MACULAR EDEMA FOLLOWING BRANCH RETINAL VEIN OCCLUSION (BRVO) OR CENTRAL RETINAL VEIN OCCLUSION (CRVO)
U-2455,USE IN COMBINATION WITH CLOBAZAM FOR TREATMENT OF DROP SEIZURES IN PATIENTS WITH LENNOX GASTAUT SYNDROME
U-3416,TREATMENT OF GASTROINTESTINAL STROMAL TUMORS IN PATIENTS BEING TREATED CONCURRENTLY WITH A CYP3A4 INHIBITOR
U-1162,TREATMENT OF SEBORRHEIC DERMATITIS OF THE SCALP
U-568,METHOD OF USING FSH ALONE (WITHOUT EXOGENOUS LH) IN IN VITRO FERTILIZATION
U-2105,"TREATMENT OF DYSKINESIA IN PATIENTS WITH PARKINSONS DISEASE RECEIVING IMMEDIATE RELEASE LEVODOPA-BASED THERAPY, WITH OR WITHOUT CONCOMITANT DOPAMINERGIC MEDICATIONS"
U-2705,METHOD OF USING CAPSAICIN IN COMBINATION WITH A GEL COMPOSITION FOR REMOVAL OF CAPSAICIN FROM A TREATMENT AREA OR UNINTENDED AREA
U-1422,METHOD OF TREATING PATIENTS NEEDING AN IRON SUPPLEMENT
U-1460,TREATMENT OF HERPES LABIALIS
U-2483,"TREATMENT OF HR-POSITIVE, HER-2 NEGATIVE, GBRCA-MUTATED METASTATIC BREAST CANCER, WHO HAVE BEEN TREATED WITH CHEMOTHERAPY IN THE NEOADJUVANT, ADJUVANT, OR METASTATIC SETTING, AND WITH ENDOCRINE THERAPY OR ARE INAPPROPRIATE FOR ENDOCRINE THERAPY"
U-2900,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING BROMOCRIPTINE MESYLATE AND A FIRST-PHASE INSULIN SECRETAGOGUE AS RECITED IN CLAIM 1 AND WHEREIN THE EFFECTS ARE AS RECITED IN CLAIMS 1 AND 13
U-3503,ADJUNCTIVE THERAPY TO ANTIDEPRESSANTS FOR THE TREATMENT OF MAJOR DEPRESSIVE DISORDER
U-229,CARDIAC INSUFFICIENCY (CONGESTIVE HEART FAILURE)
U-3507,"IN COMBINATION WITH OTHER ANTIRETROVIRAL(S), FOR THE TREATMENT OF HIV-1 INFECTION IN HEAVILY-TREATMENT EXPERIENCED ADULTS WITH MULTIDRUG RESISTANT HIV-1 INFECTION"
U-2139,TREATMENT OF TYPE 2 DIABETES MELLITUS IN COMBINATION WITH EXENATIDE
U-989,FOR REDUCING BLOOD PHENYLALANINE LEVELS IN A HUMAN SUFFERING FROM HYPERPHENYLALANINEMIA
U-2615,TREATMENT OF NON-24 HOUR SLEEP-WAKE DISORDER BY AVOIDING THE ADMINISTRATION OF TASIMELTEON WITH FOOD
U-1783,METHOD OF TREATING FREQUENT HEARTBURN BY ADMINISTERING AN ESOMEPRAZOLE MAGNESIUM AS CLAIMED
U-3299,TREATMENT OF ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD) IN PEDIATRIC PATIENTS
U-1329,TREATMENT OF PATIENTS WITH AN OVERACTIVE BLADDER
U-2392,ADJUNCT TO DIET AND EXERCISE TO IMPROVE GLYCEMIC CONTROL IN ADULTS WITH TYPE 2 DIABETES BY ADMINISTERING A DOSAGE FORM COMPRISING BROMOCRIPTINE AND ONE OR MORE EXCIPIENTS AS RECITED IN CLAIMS 43 AND 50
U-3452,"TREATMENT OF ADULT AND PEDIATRIC PATIENTS 12 YEARS OF AGE AND OLDER WITH ADVANCED OR METASTATIC THYROID CANCER WITH A RET GENE FUSION, AS DETECTED BY AN FDA-APPROVED TEST, WHO REQUIRE SYSTEMIC THERAPY AND WHO ARE RADIOACTIVE IODINE-REFRACTORY"
U-3553,A METHOD OF TREATING MILD TO MODERATE ACUTE PAIN IN ADULTS BY ADMINISTERING 975-1000 MG OF ACETAMINOPHEN AND 292.5-300 MG OF IBUPROFEN IN A SINGLE ADMINISTRATION
U-2721,TOPICAL TREATMENT OF TINEA UNGUIUM BY USING AN APPLICATOR FOR APPLYING A SOLUTION FOR TREATING TINEA UNGUIUM TO AN AFFECTED PART OF A PATIENT
U-624,REDUCTION OF RISK OF UPPER GASTROINTESTINAL BLEEDING IN CRITICALLY ILL PATIENTS
U-809,TREATMENT OF CHRONIC IDIOPATHIC URTICARIA
U-2402,TREATMENT OF SCHIZOPHRENIA BY RAPID AND CONTINUOUS INTRAMUSCULAR INJECTION
U-1699,A METHOD FOR TREATING ACUTE LYMPHOBLASTIC LEUKEMIA
