act_id,struct_id,target_id,target_name,target_class,accession,gene,swissprot,act_value,act_type,act_comment,act_source,relation,moa,moa_source,act_source_url,moa_source_url,action_type,first_in_class,tdl,act_ref_id,moa_ref_id,organism
33932,313,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,6.068,Ki,DRUGMATRIX: Muscarinic M5 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
181526,2872,2405,Carbonic anhydrase,Enzyme,C0IX24,CA2,C0IX24_9CNID,6.19,Ki,Inhibition of Stylophora pistillata carbonic anhydrase 2 by stopped-flow CO2 hydration assay,CHEMBL,=,,,,,,,,,,Stylophora pistillata
164997,2652,66,Prostaglandin G/H synthase 1,Enzyme,P23219,PTGS1,PGH1_HUMAN,5.9,IC50,,WOMBAT-PK,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/6782492,INHIBITOR,,Tclin,,214.0,Homo sapiens
164584,951,114,Muscarinic acetylcholine receptor M2,GPCR,P08172,CHRM2,ACM2_HUMAN,6.963,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
218886,5347,2463,Myosin light chain kinase 3,Kinase,Q32MK0,MYLK3,MYLK3_HUMAN,5.01,Kd,Binding constant for MLCK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
163242,489,2731,GABA-A receptor alpha-1/beta-2/gamma-2,Ion channel,P14867|P18507|P47870,GABRA1|GABRG2|GABRB2,GBRA1_HUMAN|GBRG2_HUMAN|GBRB2_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin|Tclin,,,Homo sapiens
220232,5423,746,Cytoplasmic tyrosine-protein kinase BMX,Kinase,P51813,BMX,BMX_HUMAN,8.22,IC50,,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/31953125,,INHIBITOR,,Tchem,3051.0,,Homo sapiens
184918,3584,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,4.75,IC50,Inhibition of human ERG,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164528,1475,117,Muscarinic acetylcholine receptor M5,GPCR,P08912,CHRM5,ACM5_HUMAN,8.77,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
223727,5724,4398,Histone-lysine N-methyltransferase EZH1,Enzyme,Q92800,EZH1,EZH1_HUMAN,8.0,IC50,Cell-free enzymatic assays; possible Mechanism of Action target,SCIENTIFIC LITERATURE,=,,,https://pubmed.ncbi.nlm.nih.gov/36380144,,INHIBITOR,,Tchem,3681.0,,Homo sapiens
180749,1745,3520,Dopamine beta-hydroxylase,Enzyme,P15101,DBH,DOPO_BOVIN,4.35,Ki,Compound was evaluated for the inhibition of Dopamine beta hydroxylase at pH 4.5,CHEMBL,=,,,,,,,,,,Bos taurus
180765,1334,213,Carbonic anhydrase 1,Enzyme,P00915,CA1,CAH1_HUMAN,4.22,Ki,Inhibition of human erythrocyte CA1 esterase activity using 4-nitrophenyl acetate substrate,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
219311,4109,108,D(3) dopamine receptor,GPCR,P35462,DRD3,DRD3_HUMAN,7.99,EC50,Agonist activity at recombinant human CB1 receptor expressed in CHO-K1 cells assessed as increase in cAMP accumulation after 20 mins by HTRF assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
220597,4156,5391,Polyunsaturated fatty acid lipoxygenase ALOX15,Enzyme,P39654,Alox15,LOX15_MOUSE,4.47,IC50,Inhibition of 15-LOX-mediated lipid oxidation in 10% C57BL/6J mouse plasma,CHEMBL,=,,,,,,,,,,Mus musculus
171881,1588,106,Alpha-1A adrenergic receptor,GPCR,P35348,ADRA1A,ADA1A_HUMAN,8.3,Ki,,IUPHAR,=,,,,,ANTAGONIST,,Tclin,,,Homo sapiens
164018,1422,340,Prostaglandin E2 receptor EP3 subtype,GPCR,P43115,PTGER3,PE2R3_HUMAN,7.3,EC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
37151,2284,116,Muscarinic acetylcholine receptor M4,GPCR,P08173,CHRM4,ACM4_HUMAN,7.377,Ki,DRUGMATRIX: Muscarinic M4 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
94089,547,632,Catechol O-methyltransferase,Enzyme,P21964,COMT,COMT_HUMAN,4.85,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
186840,1580,2875,"Sodium channel alpha subunits; brain (Types I, II, III)",Ion channel,P04774|P04775|P08104,Scn1a|Scn2a|Scn3a,SCN1A_RAT|SCN2A_RAT|SCN3A_RAT,7.11,Ki,Inhibition of [3H]- batrachotoxin binding to sodium channel in rat neocortical membrane,CHEMBL,=,,,,,,,,,,Rattus norvegicus
218171,5302,2212,Leukocyte tyrosine kinase receptor,Kinase,P29376,LTK,LTK_HUMAN,8.569,IC50,,SCIENTIFIC LITERATURE,=,1.0,DRUG LABEL,https://pubmed.ncbi.nlm.nih.gov/25733882,https://www.accessdata.fda.gov/drugsatfda_docs/label/2018/210868s000lbl.pdf,INHIBITOR,,Tclin,2538.0,2535.0,Homo sapiens
219175,2291,397,Potassium channel subfamily K member 2,Ion channel,O95069,KCNK2,KCNK2_HUMAN,5.12,IC50,Inhibition of of human TREK1 expressed in CHO cells assessed as reduction in channel currents,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
170939,4122,1683,Transient receptor potential cation channel subfamily A member 1,Ion channel,O75762,TRPA1,TRPA1_HUMAN,6.0,EC50,Calcium imaging,IUPHAR,=,,,,,ACTIVATOR,,Tclin,,,Homo sapiens
185291,2544,903,MAP kinase-interacting serine/threonine-protein kinase 2,Kinase,Q9HBH9,MKNK2,MKNK2_HUMAN,5.24,Kd,Binding constant for MKNK2 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
182990,725,2842,Opioid receptor,GPCR,P33533|P33535|P34975|Q9R0C9,Oprd1|Oprm1|Oprk1|Sigmar1,OPRD_RAT|OPRM_RAT|OPRK_RAT|SGMR1_RAT,8.0,IC50,50% Inhibition of stereospecific [3H]-naltrexone (10e-9 M) binding towards opiate receptor in rat brain homogenate,CHEMBL,=,,,,,,,,,,Rattus norvegicus
187469,2997,1740,Mu-type opioid receptor,GPCR,P33535,Oprm1,OPRM_RAT,8.22,IC50,Inhibition of binding of [3H]-naloxone to Opioid receptor mu 1 of rat brain membranes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
166114,1863,66,Prostaglandin G/H synthase 1,Enzyme,P23219,PTGS1,PGH1_HUMAN,3.34,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
164374,2274,158,D(4) dopamine receptor,GPCR,P21917,DRD4,DRD4_HUMAN,7.17,Ki,,WOMBAT-PK,=,,,,,,,Tchem,,,Homo sapiens
182565,2387,344,Farnesyl pyrophosphate synthase,Enzyme,P14324,FDPS,FPPS_HUMAN,9.44,Ki,Inhibition of human recombinant FPPS expressed in Escherichia coli BL21 after 10 mins,CHEMBL,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL923,INHIBITOR,,Tclin,,,Homo sapiens
182231,1816,2854,Adrenergic receptor alpha-1,GPCR,P15823|P23944|P43140,Adra1b|Adra1d|Adra1a,ADA1B_RAT|ADA1D_RAT|ADA1A_RAT,6.22,Ki,Inhibition of [3H]prazosin binding to rat Alpha-1 adrenergic receptor,CHEMBL,=,,,,,,,,,,Rattus norvegicus
181262,1009,1692,Potassium channel subfamily K member 18,Ion channel,Q7Z418,KCNK18,KCNKI_HUMAN,,,Mechanism of Action; CHEMBL2331042; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1257,OPENER,,Tclin,,,Homo sapiens
183261,723,1775,Transporter,Transporter,Q9WTR4,Slc6a2,Q9WTR4_RAT,6.97,Ki,Inhibition of high affinity uptake of [3H]NE by norepinephrine transporter in nerve endings obtained from rat brain.,CHEMBL,=,,,,,,,,,,Rattus norvegicus
219433,1821,2282,Proto-oncogene tyrosine-protein kinase ROS,Kinase,P08922,ROS1,ROS1_HUMAN,5.52,IC50,"Inhibition of ROS1 (unknown origin) using poly (Glu,Tyr)4:1 substrate and ATP incubated for 60 mins by ELISA",CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
187446,2966,1743,Reverse transcriptase/RNaseH,Enzyme,Q72547,pol,Q72547_9HIV1,5.03,IC50,Inhibition of purified HIV-1 reverse transcriptase,CHEMBL,=,,,,,,,,,,Human immunodeficiency virus 1
190868,1195,3533,GABA-A receptor; anion channel,Ion channel,O00591|O14764|P14867|P18505|P18507|P28472|P31644|P34903|P47869|P47870|P48169|P78334|Q16445|Q8N1C3|Q99928|Q9UN88,GABRP|GABRD|GABRA1|GABRB1|GABRG2|GABRB3|GABRA5|GABRA3|GABRA2|GABRB2|GABRA4|GABRE|GABRA6|GABRG1|GABRG3|GABRQ,GBRP_HUMAN|GBRD_HUMAN|GBRA1_HUMAN|GBRB1_HUMAN|GBRG2_HUMAN|GBRB3_HUMAN|GBRA5_HUMAN|GBRA3_HUMAN|GBRA2_HUMAN|GBRB2_HUMAN|GBRA4_HUMAN|GBRE_HUMAN|GBRA6_HUMAN|GBRG1_HUMAN|GBRG3_HUMAN|GBRT_HUMAN,9.05,Ki,Displacement of [3H]flumazenil from bovine benzodiazepine receptor GABA-A channel of brain membranes,CHEMBL,=,,,,,,,Tclin|Tbio|Tchem|NA,,,Homo sapiens
219415,4223,1791,Acetylcholinesterase,Enzyme,P37136,Ache,ACES_RAT,4.67,IC50,Inhibition of rat cortex AChE using acetylthiocholine iodide as substrate after 20 mins by by Ellman's method,CHEMBL,=,,,,,,,,,,Rattus norvegicus
187539,4172,2377,Cathepsin K,Enzyme,P43235,CTSK,CATK_HUMAN,7.4,IC50,Inhibition of human Cathepsin K,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
38476,4733,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.699,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
181430,2621,2750,Tubulin,Structural,C4PKY4|C4PKZ2|C4PKZ6,,C4PKY4_ECHGR|C4PKZ2_ECHGR|C4PKZ6_ECHGR,,,Mechanism of Action; CHEMBL2364704; PROTEIN COMPLEX GROUP,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL625,INHIBITOR,,,,,Echinococcus granulosus
217737,5231,674,Tyrosine-protein kinase HCK,Kinase,P08631,HCK,HCK_HUMAN,6.14,Kd,Binding constant for HCK kinase domain,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
164351,1385,161,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,5.9,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
222264,5280,2213,Mitogen-activated protein kinase kinase kinase kinase 1,Kinase,Q92918,MAP4K1,M4K1_HUMAN,5.85,Kd,Binding constant for HPK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
182276,90,2839,Adenosine A2 receptor,GPCR,P29276|P30543,Adora2b|Adora2a,AA2BR_RAT|AA2AR_RAT,8.3,Ki,Binding affinity for Adenosine A2 receptor in corpora striata of rats using [3H]NECA,CHEMBL,=,,,,,,,,,,Rattus norvegicus
185094,2817,94,Potassium voltage-gated channel subfamily H member 2,Ion channel,Q12809,KCNH2,KCNH2_HUMAN,5.96,IC50,Inhibition of human Potassium channel HERG expressed in mammalian cells,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
187098,1527,3620,Cytochrome P450 51,Enzyme,Q64654,Cyp51a1,CP51A_RAT,7.19,Ki,Inhibition of lanosterol 14-alpha-demethylase of rat hepatic microsomes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
222286,4866,2283,Ribosomal protein S6 kinase alpha-1,Kinase,Q15418,RPS6KA1,KS6A1_HUMAN,4.67,Kd,"Kinobeads (epsilon), multiple immobilized ATP-competitive broad spectrum kinase inhibitors, used to assess residual binding of ~300 proteins simultaneously from cell lysate in the presence of a compound. Quantitative readout performed by mass spectrometry.",CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
219278,647,145,Cytochrome P450 2D6,Enzyme,P10635,CYP2D6,CP2D6_HUMAN,7.3,IC50,"Inhibition Assay: Incubations were conducted in 96 well microtiter plates based on a method described by BD Biosciences. To the first well in each row, a NADPH regenerating system and test compound was added. In the second well and all remaining wells, NADPH regenerating system and acetonitrile (final concentration of 2%) was added. The final assay concentration of the NADPH regenerating system was 8.2 uM NADP+, 0.41 mM glucose-6-phosphate, 0.41 mM magnesium chloride hexahydrate and 0.4 U/ml glucose-6-phosphate dehydrogenase and 0.01 mg/mL control insect cell membrane protein. The test compound solution was serially diluted 1:3 through the eighth wells.The final concentration of the test compounds were in the range 100 uM to 45.7 nM in the eight rows. Wells 9 and 10 contained no test compound (only NADPH regenerating system and enzyme/substrate mix) and wells 11 and 12 were used as controls for background fluorescence (enzyme and substrate were added after the reaction was te",CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
217059,1086,1745,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.51,Ki,Displacement of [<sup<3</sup>H]QNB binding in rat forebrain brain homogenate.,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
164885,1805,95,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6.64,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
37174,2286,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,5.376,Ki,DRUGMATRIX: Norepinephrine Transporter radioligand binding (ligand: [125I] RTI-55),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
34014,402,1721,Membrane-associated progesterone receptor component 1,Membrane receptor,P70580,Pgrmc1,PGRC1_RAT,7.444,Ki,DRUGMATRIX: Sigma2 radioligand binding (ligand: [3H] Ifenprodil),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
183485,191,105,5-hydroxytryptamine receptor 7,GPCR,P34969,HTR7,5HT7R_HUMAN,6.3,Ki,Binding affinity towards human 5-hydroxytryptamine 7 receptor,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
181770,2492,1963,Beta-lactamase,Enzyme,P24735,ampC,AMPC_PSEAE,4.57,IC50,Inhibition of Pseudomonas aeruginosa beta-lactamase AmpC assessed as nitrocefin hydrolysis after 5 mins enzyme-compound preincubation,CHEMBL,=,,,,,,,,,,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
219071,2706,4130,"Carbonic anhydrase, alpha family",Unclassified,Q31FD6,,Q31FD6_HYDCU,6.11,Ki,Inhibition of recombinant Thiomicrospira crunogena XCL-2 carbonic anhydrase by stopped flow CO2 hydrase assay,CHEMBL,=,,,,,,,,,,Hydrogenovibrio crunogenus (strain XCL-2)
214996,2152,142,Sodium channel protein type 9 subunit alpha,Ion channel,Q15858,SCN9A,SCN9A_HUMAN,,,Mechanism of Action,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL16,BLOCKER,,Tclin,,,Homo sapiens
26999,3170,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,5.1,Kd,,IUPHAR,=,,,,,ALLOSTERIC MODULATOR,,Tclin,,,Homo sapiens
221749,5280,53,Macrophage-stimulating protein receptor,Kinase,Q04912,MST1R,RON_HUMAN,6.33,Kd,Binding constant for MST1R kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
36507,1800,470,Cytochrome P450 2C19,Enzyme,P33261,CYP2C19,CP2CJ_HUMAN,7.796,IC50,"DRUGMATRIX: CYP450, 2C19 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
217028,888,1777,5-hydroxytryptamine receptor 7,GPCR,P32305,Htr7,5HT7R_RAT,6.8,Ki,,IUPHAR,=,,,,,ANTAGONIST,,,,,Rattus norvegicus
181450,874,99,Sodium-dependent noradrenaline transporter,Transporter,P23975,SLC6A2,SC6A2_HUMAN,,,Mechanism of Action; CHEMBL222; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1194666,INHIBITOR,,Tclin,,,Homo sapiens
187050,1932,2202,Serine/threonine-protein kinase TNNI3K,Kinase,Q59H18,TNNI3K,TNI3K_HUMAN,6.44,Kd,Binding constant for TNNI3K kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
218374,5342,4360,Beta-lactamase,Enzyme,Q93DC4,bla,Q93DC4_KLEPN,6.59,IC50,,SCIENTIFIC LITERATURE,=,1.0,SCIENTIFIC LITERATURE,https://pubmed.ncbi.nlm.nih.gov/31383664,https://pubmed.ncbi.nlm.nih.gov/31383664,INHIBITOR,,,2706.0,2706.0,Klebsiella pneumoniae
186201,1282,802,Ephrin type-A receptor 5,Kinase,P54756,EPHA5,EPHA5_HUMAN,5.82,Kd,Binding constant for EPHA5 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
183597,703,2777,GABA-A receptor; anion channel,Ion channel,P08219|P08220|P10063|P10064|P20237|P22300,GABRA1|GABRB1|GABRA2|GABRA3|GABRA4|GABRG2,GBRA1_BOVIN|GBRB1_BOVIN|GBRA2_BOVIN|GBRA3_BOVIN|GBRA4_BOVIN|GBRG2_BOVIN,9.07,Ki,In vitro inhibition of [3H]-Ro- 15-1788 binding to GABA-A Benzodiazepine receptor of bovine brain membranes,CHEMBL,=,,,,,,,,,,Bos taurus
221926,5280,846,Aurora kinase A,Kinase,O14965,AURKA,AURKA_HUMAN,7.53,Kd,Further kinetic evaluation of compounds supplied by Sanofi against AuroraA within a BIAcore3000 instrument,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
36170,1634,113,Muscarinic acetylcholine receptor M1,GPCR,P11229,CHRM1,ACM1_HUMAN,6.845,Ki,DRUGMATRIX: Muscarinic M1 radioligand binding (ligand: [3H] N-Methylscopolamine),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
187784,4187,966,Activin receptor type-1,Kinase,Q04771,ACVR1,ACVR1_HUMAN,6.36,Kd,Binding constant for ACVR1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
162421,3862,413,Retinoic acid receptor RXR-alpha,Nuclear hormone receptor,P19793,RXRA,RXRA_HUMAN,6.5,EC50,,WOMBAT-PK,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL705,AGONIST,,Tclin,,,Homo sapiens
164061,1215,303,Potassium voltage-gated channel subfamily KQT member 3,Ion channel,O43525,KCNQ3,KCNQ3_HUMAN,,,,WOMBAT-PK,,,,,,,,Tclin,,,Homo sapiens
216855,318,3819,M1-family alanyl aminopeptidase,Enzyme,Q8IEK1,,Q8IEK1_PLAF7,4.2,IC50,Active,CHEMBL,=,,,,,,,,,,Plasmodium falciparum (isolate 3D7)
184971,2797,667,Bile acid receptor,Nuclear hormone receptor,Q96RI1,NR1H4,NR1H4_HUMAN,,,Mechanism of Action; CHEMBL2047; SINGLE PROTEIN,CHEMBL,,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL1551,AGONIST,,Tclin,,,Homo sapiens
188398,4359,1317,Dual specificity mitogen-activated protein kinase kinase 7,Kinase,O14733,MAP2K7,MP2K7_HUMAN,5.28,Kd,Binding constant for MKK7 kinase domain,CHEMBL,=,,,,,,,Tbio,,,Homo sapiens
34232,621,1716,Melanocortin receptor 4,GPCR,P32245,MC4R,MC4R_HUMAN,4.835,Ki,DRUGMATRIX: Melanocortin MC4 radioligand binding (ligand: [125I] NDP-alpha-MSH),DRUG MATRIX,=,,,,,,,Tclin,,,Homo sapiens
35433,1028,90,Alpha-2A adrenergic receptor,GPCR,P08913,ADRA2A,ADA2A_HUMAN,6.559,Ki,DRUGMATRIX: Alpha-2A adrenergic receptor radioligand binding (ligand: MK-912),DRUG MATRIX,=,1.0,CHEMBL,,https://www.ebi.ac.uk/chembl/compound/inspect/CHEMBL679,AGONIST,,Tclin,,,Homo sapiens
219326,1331,920,Solute carrier family 22 member 1,Transporter,O15245,SLC22A1,S22A1_HUMAN,5.14,IC50,Inhibition of human OCT1 expressed in HEK293 cells assessed as decrease in uptake of ASP+ after 2 mins by fluorescence assay,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
163565,158,89,Adenosine receptor A2a,GPCR,P29274,ADORA2A,AA2AR_HUMAN,5.48,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
187620,4178,824,TRAF2 and NCK-interacting protein kinase,Kinase,Q9UKE5,TNIK,TNIK_HUMAN,5.64,Kd,Binding constant for TNIK kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
181247,1494,2041,Lysosomal protective protein,Enzyme,P10619,CTSA,PPGB_HUMAN,5.0,IC50,Inhibition of recombinant CatA using [14C]GS-7340 substrate,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
36630,1848,268,Cytochrome P450 2C9,Enzyme,P11712,CYP2C9,CP2C9_HUMAN,6.0,IC50,"DRUGMATRIX: CYP450, 2C9 enzyme inhibition (substrate: 3-Cyano-7-ethoxycoumarin)",DRUG MATRIX,=,,,,,,,Tchem,,,Homo sapiens
163972,2422,403,Gag-Pol polyprotein,Polyprotein,P03367,gag-pol,POL_HV1BR,10.187,Ki,,WOMBAT-PK,=,,,,,,,,,,Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI)
142197,4908,251,Acetylcholinesterase,Enzyme,P22303,ACHE,ACES_HUMAN,5.523,IC50,recombinant human AChE,DRUG LABEL,=,1.0,SCIENTIFIC LITERATURE,,https://pubmed.ncbi.nlm.nih.gov/21651906,INHIBITOR,,Tclin,,285.0,Homo sapiens
37332,2338,1711,Alpha-1B adrenergic receptor,GPCR,P15823,Adra1b,ADA1B_RAT,5.724,Ki,DRUGMATRIX: Alpha-1B adrenergic receptor radioligand binding (ligand: prazosin),DRUG MATRIX,=,,,,,,,,,,Rattus norvegicus
163981,1446,388,"DNA topoisomerase I, mitochondrial",Enzyme,Q969P6,TOP1MT,TOP1M_HUMAN,6.52,IC50,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
184932,581,735,Angiopoietin-1 receptor,Kinase,Q02763,TEK,TIE2_HUMAN,4.05,Kd,Binding affinity to human recombinant Tie2 by SPR assay,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
180901,65,2724,Neuronal acetylcholine receptor; alpha2/beta2,Ion channel,P12389|P12390,Chrna2|Chrnb2,ACHA2_RAT|ACHB2_RAT,7.96,Ki,Binding affinity towards rat nicotinic acetylcholine receptor alpha2-beta2 expressed in HEK293 cells using [3H]EB as radioligand,CHEMBL,=,,,,,,,,,,Rattus norvegicus
164443,2172,132,Alpha-2C adrenergic receptor,GPCR,P18825,ADRA2C,ADA2C_HUMAN,6.424,Ki,,WOMBAT-PK,=,,,,,,,Tclin,,,Homo sapiens
182546,3652,1745,Muscarinic acetylcholine receptor M1,GPCR,P08482,Chrm1,ACM1_RAT,8.7,IC50,Binding affinity for muscarinic acetylcholine receptor M1 using [3H]oxotremorine-M (Oxo-M) radioligand in rat hippocampus membranes,CHEMBL,=,,,,,,,,,,Rattus norvegicus
223510,4112,6043,"NACHT, LRR and PYD domains-containing protein 3",Unclassified,Q8R4B8,Nlrp3,NLRP3_MOUSE,5.17,IC50,Inhibition of NLRP3 inflammasome in LPS-primed mouse J774.A1 cells assessed as reduction in IL-1beta secretion preincubated with compound for 1 hr followed by nigericin stimulation for 1 hr by ELISA,CHEMBL,=,,,,,,,,,,Mus musculus
181542,2872,1816,Amine oxidase [flavin-containing] B,Enzyme,P19643,Maob,AOFB_RAT,5.54,Ki,Competitive inhibition of rat MAO B by spectrophotometry,CHEMBL,=,,,,,,,,,,Rattus norvegicus
184720,1353,2866,Serotonin 2 (5-HT2) receptor,GPCR,P34968|P35363|Q02152,Htr2c|Htr2a|Htr2b,5HT2C_MOUSE|5HT2A_MOUSE|5HT2B_MOUSE,7.58,Ki,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,CHEMBL,=,,,,,,,,,,Mus musculus
181581,611,3432,"Arachidonate 15-lipoxygenase, type II",Enzyme,O15296,ALOX15B,LX15B_HUMAN,4.55,IC50,Inhibition of human reticulocyte N-terminally His6-tagged 15-lipoxygenase-2 assessed as conjugated diene product formation using arachidonic acid by UV-vis spectrophotometer analysis,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
188156,4265,241,Dihydrofolate reductase,Enzyme,P00374,DHFR,DYR_HUMAN,4.74,IC50,Inhibition of human DHFR after 2 mins,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
218892,5347,540,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,7.32,IC50,Inhibition of RET (unknown origin),CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
189292,999,110,Histamine H1 receptor,GPCR,P35367,HRH1,HRH1_HUMAN,8.886,Ki,Mechanism of Action,DRUG LABEL,=,1.0,DRUG LABEL,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20706slr011_emadine_lbl.pdf,http://www.accessdata.fda.gov/drugsatfda_docs/label/2003/20706slr011_emadine_lbl.pdf,ANTAGONIST,,Tclin,457.0,457.0,Homo sapiens
183204,3514,2558,Malate dehydrogenase,Enzyme,P10584,mdh,MDH_THETH,5.22,IC50,Inhibitory activity against malate dehydrogenase (MDH) from Thermus flavus,CHEMBL,=,,,,,,,,,,Thermus thermophilus
186729,785,2352,Mitogen-activated protein kinase kinase kinase 7,Kinase,O43318,MAP3K7,M3K7_HUMAN,5.43,Kd,Binding constant for TAK1 kinase domain,CHEMBL,=,,,,,,,Tchem,,,Homo sapiens
220643,5459,744,Hepatocyte growth factor receptor,Kinase,P08581,MET,MET_HUMAN,5.52,IC50,Inhibition of MET-mediated proliferation of mouse BAF3 cells transformed with TEL-Kinase construct,CHEMBL,=,,,,,,,Tclin,,,Homo sapiens
183517,2799,2009,Carbonic anhydrase,Enzyme,P40881,,CAH_METTE,6.89,Ki,Inhibitory activity against alpha carbonic anhydrase (Zn-Cam) from Methanosarcina thermophila,CHEMBL,=,,,,,,,,,,Methanosarcina thermophila
188884,4903,2447,Serine/threonine-protein kinase SBK1,Kinase,Q52WX2,SBK1,SBK1_HUMAN,6.96,Kd,Binding constant for SBK1 kinase domain,CHEMBL,=,,,,,,,Tdark,,,Homo sapiens
221545,5502,361,Hydroxycarboxylic acid receptor 2,GPCR,Q8TDS4,HCAR2,HCAR2_HUMAN,6.74,Ki,,IUPHAR,=,,,,,AGONIST,,Tclin,,,Homo sapiens
