id,descr,category,keyword
KW-0433,Protein containing at least one leucine-rich repeat (LRR).,Domain,Leucine-rich repeat
KW-1024,"Protein which, if defective, causes Diamond-Blackfan anemia, a rare congenital non-regenerative hypoplastic anemia that usually presents early in infancy. The disease is characterized by a moderate to severe macrocytic anemia, erythroblastopenia, and an increased risk of developing leukemia. 30 to 40% of Diamond-Blackfan anemia patients present with short stature and congenital anomalies, the most frequent being craniofacial (Pierre-Robin syndrome and cleft palate), thumb and urogenital anomalies.",Disease,Diamond-Blackfan anemia
KW-0102,Protein which is posttranslationally modified by the attachment of at least one bromine.,PTM,Bromination
KW-0665,"Protein involved in the biosynthesis of pyrimidine, a nitrogenous heterocyclic base, e.g. uracil, thymine, cytosine and orotic acid. Pyrimidines are synthesized from carbamoyl phosphate and aspartate. Ribose-5-phosphate is then attached to yield pyrimidine ribonucleotides. Cytosine is found in both DNA and RNA. Uracil is found only in RNA. Thymine is normally found in DNA. Sometimes tRNA contains some thymine as well as uracil.",Biological process,Pyrimidine biosynthesis
KW-0083,"Protein which, if defective, causes Bardet-Biedl syndrome (BBS), a genetically heterogeneous, autosomal recessive disorder. It is characterized by pigmentary retinopathy, obesity, polydactyly, hypogenitalism, renal malformation and mental retardation. Secondary features include diabetes mellitus, hypertension and congenital heart disease.",Disease,Bardet-Biedl syndrome
KW-0226,"Protein involved in DNA condensation. In most eukaryotes, the chromosomal packing involves the wrapping of DNA around a core of histones to form nucleosomes. Adjacent nucleosomes are packaged together via Histone 1 and nucleosomes are organised into a 30 nm chromatin fibre. DNA condensation takes place as cells enter mitosis or when germ cells enter meiosis.",Biological process,DNA condensation
KW-0198,"Protein involved in the synthesis of cysteine, the amino acid with the highly reactive sulfhydryl group (-SH). It is derived from the amino acids methionine and serine. Cysteine plays a special role in shaping some proteins by forming disulfide bonds. In enzymes the unique reactivity of this group is frequently exploited at the catalytic site.",Biological process,Cysteine biosynthesis
KW-0040,"Protein containing at least one ANK repeat, a conserved domain of approximately 33 amino acids, that was originally identified in ankyrin. It has been described as an L-shaped structure consisting of a beta-hairpin and two alpha-helices. Many ankyrin repeat regions are known to function as protein-protein interaction domains.",Domain,ANK repeat
KW-1262,"Viral protein which prevents host gene expression by blocking host transcription, mRNA export or translation. This gives viral transcripts a competitive edge to use the hijacked translation machinery. Preventing the expression of host proteins is also a strategy to counteract the antiviral response.",Biological process,Eukaryotic host gene expression shutoff by virus
KW-0666,"Protein producing fever. The major endogenous pyrogen in mammals is probably interleukin-1, which is produced by activated macrophages and acts on the hypothalamic thermoregulatory centre.",Molecular function,Pyrogen
KW-0188,"Protein involded in the formation of the copulatory plug, a plug composed of a number of proteins which are secreted by the seminal vesicle under the influence of testosterone. Found in rodents.",Cellular component,Copulatory plug
KW-0543,Viral protein conjugated with nucleic acid (DNA or RNA).,Ligand,Viral nucleoprotein
KW-1253,"Viral protein that is involved in or facilitates the conversion of a linear double stranded DNA viral genome into a circular form, either by homologous recombination between redundant ends or by association of complementary single stranded ends (sticky ends). Circular genomes can support rolling circle replication and, for many viruses, genome circularization is also necessary for latency.",Biological process,Viral genome circularization
KW-0834,"Protein involved in the unfolded protein response. An accumulation of unfolded proteins in the ER lumen triggers a stress response, resulting in the transcriptional induction in the nucleus of a set of genes, whose products are involved in protein folding, assembly and modification as well as in phospholipid biosynthesis. The unfolded protein response (UPR) is the intracellular pathway that mediates signaling from the endoplasmic reticulum (ER) to the nucleus. UPR is also tightly linked to ER-associated protein degradation (ERAD). UPR is a ubiquitous mechanism observed in all eukaryotes from humans to yeast.",Biological process,Unfolded protein response
KW-0887,"Protein which, if defective, causes epilepsy, any of a group of disorders characterized by paroxysmal transient disturbances of the electrical activity of the brain that may be manifested as episodic impairment or loss of consciousness, abnormal motor phenomena, psychic or sensory disturbances, or perturbation of the autonomic nervous system. Epilepsy is classified as either symptomatic or idiopathic according to whether the cause is known or unknown. Both of these types can be classified into partial and generalized epilepsy, depending on whether the seizures are due to limited or to widespread brain lesions, respectively.",Disease,Epilepsy
KW-0737,"Protein found in silk, a strong, soft, lustrous fiber made of fibroin, a structural protein consisting almost entirely of stacked antiparallel beta pleated sheets. It is produced by certain spiders and by the larvae of certain bombycine moths.",Molecular function,Silk protein
KW-0607,Protein involved in the relay of information from the activated phytochrome molecule to target genes. Different phytochromes use both separate and common early signaling pathways. These pathways converge downstream in a process of signal integration that regulates photomorphogenesis and the circadian clock. This provides the means by which information from specific wavelengths of light may be amplified and coordinated.,Biological process,Phytochrome signaling pathway
KW-0961,"Protein which is involved in the formation, organization, maintenance or degradation of the cell wall. The cell wall is an extracellular layer outside the cell membrane which protects the cell against mechanical damage, osmotic strength and which determines the cell shape. It is prominent in most plants, algae, bacteria and fungi.",Biological process,Cell wall biogenesis/degradation
