id,code,chemical_substance,l1_code,l1_name,l2_code,l2_name,l3_code,l3_name,l4_code,l4_name,chemical_substance_count
1121,C02LC01,clonidine and diuretics,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02L,ANTIHYPERTENSIVES AND DIURETICS IN COMBINATION,C02LC,Imidazoline receptor agonists in combination with diuretics,1
2413,J01DD15,cefdinir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DD,Third-generation cephalosporins,1
2005,G02CA01,ritodrine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CA,"Sympathomimetics, labour repressants",1
3199,L02BB05,apalutamide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02B,HORMONE ANTAGONISTS AND RELATED AGENTS,L02BB,Anti-androgens,1
5078,V03AB13,obidoxime,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
4855,S01CA05,betamethasone and antiinfectives,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,1
394,A08AA08,clobenzorex,A,ALIMENTARY TRACT AND METABOLISM,A08,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08A,"ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",A08AA,Centrally acting antiobesity products,1
3990,N05CA06,secobarbital,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CA,"Barbiturates, plain",1
4435,R02AA16,benzalkonium,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics,1
2542,J01RA02,"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01R,COMBINATIONS OF ANTIBACTERIALS,J01RA,Combinations of antibacterials,0
3894,N05AC01,periciazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AC,Phenothiazines with piperidine structure,1
1021,C01DX06,hexobendine,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01D,VASODILATORS USED IN CARDIAC DISEASES,C01DX,Other vasodilators used in cardiac diseases,1
1192,C03DB02,triamterene,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DB,Other potassium-sparing agents,1
1093,C02DB03,endralazine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,1
1385,C08GA02,amlodipine and diuretics,C,CARDIOVASCULAR SYSTEM,C08,CALCIUM CHANNEL BLOCKERS,C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS,C08GA,Calcium channel blockers and diuretics,1
5030,S02CA02,flumetasone and antiinfectives,S,SENSORY ORGANS,S02,OTOLOGICALS,S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,S02CA,Corticosteroids and antiinfectives in combination,1
3300,L04AA52,ofatumumab,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
220,A03FA10,acotiamide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,1
4544,R03DA02,choline theophyllinate,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DA,Xanthines,1
2398,J01DC14,flomoxef,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01D,OTHER BETA-LACTAM ANTIBACTERIALS,J01DC,Second-generation cephalosporins,1
211,A03FA01,metoclopramide,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03F,PROPULSIVES,A03FA,Propulsives,1
252,A05BA06,ornithine oxoglurate,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05B,"LIVER THERAPY, LIPOTROPICS",A05BA,Liver therapy,1
4815,S01AX09,chlorhexidine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AX,Other antiinfectives,1
4795,S01AD07,famciclovir,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AD,Antivirals,1
4137,N06BA13,armodafinil,N,NERVOUS SYSTEM,N06,PSYCHOANALEPTICS,N06B,"PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06BA,Centrally acting sympathomimetics,1
2146,G03GA09,corifollitropin alfa,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03G,GONADOTROPINS AND OTHER OVULATION STIMULANTS,G03GA,Gonadotropins,1
257,A06AA01,liquid paraffin,A,ALIMENTARY TRACT AND METABOLISM,A06,DRUGS FOR CONSTIPATION,A06A,DRUGS FOR CONSTIPATION,A06AA,"Softeners, emollients",0
801,B03AB07,chondroitin sulfate-iron complex,B,BLOOD AND BLOOD FORMING ORGANS,B03,ANTIANEMIC PREPARATIONS,B03A,IRON PREPARATIONS,B03AB,"Iron trivalent, oral preparations",1
692,B01AC03,picotamide,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AC,Platelet aggregation inhibitors excl. heparin,1
1291,C07AA01,alprenolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",1
3421,M01AX18,feprazone,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",1
4009,N05CC05,paraldehyde,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05C,HYPNOTICS AND SEDATIVES,N05CC,Aldehydes and derivatives,1
5051,S03BA02,prednisolone,S,SENSORY ORGANS,S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,S03B,CORTICOSTEROIDS,S03BA,Corticosteroids,1
3219,L03AA16,empegfilgrastim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,0
868,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,IRRIGATING SOLUTIONS,B05CB,Salt solutions,1
1097,C02DG01,pinacidil,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DG,Guanidine derivatives,1
5251,V09AX04,flutemetamol (18F),V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09A,CENTRAL NERVOUS SYSTEM,V09AX,Other central nervous system diagnostic radiopharmaceuticals,1
1586,D01AE09,sulbentine,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use,1
2076,G03CB01,dienestrol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,ESTROGENS,G03CB,"Synthetic estrogens, plain",1
25,A01AB21,chlortetracycline,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,1
2486,J01FA13,dirithromycin,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01F,"MACROLIDES, LINCOSAMIDES AND STREPTOGRAMINS",J01FA,Macrolides,1
3922,N05AH02,clozapine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AH,"Diazepines, oxazepines, thiazepines and oxepines",1
1431,C09CA04,irbesartan,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN",C09CA,"Angiotensin II receptor blockers (ARBs), plain",1
473,A10BD14,metformin and repaglinide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BD,Combinations of oral blood glucose lowering drugs,2
5075,V03AB06,thiosulfate,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,0
3483,M03AC04,atracurium,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03A,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",M03AC,Other quaternary ammonium compounds,1
1469,C10AA02,lovastatin,C,CARDIOVASCULAR SYSTEM,C10,LIPID MODIFYING AGENTS,C10A,"LIPID MODIFYING AGENTS, PLAIN",C10AA,HMG CoA reductase inhibitors,1
2845,J07BD51,"measles, combinations with mumps, live attenuated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07B,VIRAL VACCINES,J07BD,Measles vaccines,0
76,A02BB01,misoprostol,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BB,Prostaglandins,1
5233,V08CA12,gadopiclenol,V,VARIOUS,V08,CONTRAST MEDIA,V08C,MAGNETIC RESONANCE IMAGING CONTRAST MEDIA,V08CA,Paramagnetic contrast media,1
1295,C07AA06,timolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",1
1908,D11AH09,ruxolitinib,D,DERMATOLOGICALS,D11,OTHER DERMATOLOGICAL PREPARATIONS,D11A,OTHER DERMATOLOGICAL PREPARATIONS,D11AH,"Agents for dermatitis, excluding corticosteroids",1
330,A07AA05,polymyxin B,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,1
2025,G03AA02,quingestanol and ethinylestradiol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AA,"Progestogens and estrogens, fixed combinations",2
3339,L04AD03,voclosporin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AD,Calcineurin inhibitors,1
725,B01AD10,drotrecogin alfa (activated),B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AD,Enzymes,0
2987,L01EB10,mobocertinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EB,Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,1
53,A02AB06,aloglutamol,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02A,ANTACIDS,A02AB,Aluminium compounds,1
3973,N05BB51,"hydroxyzine, combinations",N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05B,ANXIOLYTICS,N05BB,Diphenylmethane derivatives,1
5211,V08AC06,iopanoic acid,V,VARIOUS,V08,CONTRAST MEDIA,V08A,"X-RAY CONTRAST MEDIA, IODINATED",V08AC,"Watersoluble, hepatotropic X-ray contrast media",1
66,A02BA01,cimetidine,A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BA,H2-receptor antagonists,1
332,A07AA07,amphotericin B,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AA,Antibiotics,1
3519,M03BX09,eperisone,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BX,Other centrally acting agents,1
1190,C03DA05,finerenone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03D,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,C03DA,Aldosterone antagonists,1
5212,V08AC07,iocetamic acid,V,VARIOUS,V08,CONTRAST MEDIA,V08A,"X-RAY CONTRAST MEDIA, IODINATED",V08AC,"Watersoluble, hepatotropic X-ray contrast media",1
5338,V09IX11,fluoroestradiol (18F),V,VARIOUS,V09,DIAGNOSTIC RADIOPHARMACEUTICALS,V09I,TUMOUR DETECTION,V09IX,Other diagnostic radiopharmaceuticals for tumour detection,1
124,A03AA03,camylofin,A,ALIMENTARY TRACT AND METABOLISM,A03,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03A,DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,A03AA,"Synthetic anticholinergics, esters with tertiary amino group",1
3423,M01AX22,morniflumate,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",1
3297,L04AA49,peficitinib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
4824,S01BA04,prednisolone,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01B,ANTIINFLAMMATORY AGENTS,S01BA,"Corticosteroids, plain",1
4742,R07AB03,pentetrazol,R,RESPIRATORY SYSTEM,R07,OTHER RESPIRATORY SYSTEM PRODUCTS,R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,R07AB,Respiratory stimulants,1
342,A07AB03,sulfaguanidine,A,ALIMENTARY TRACT AND METABOLISM,A07,"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",A07A,INTESTINAL ANTIINFECTIVES,A07AB,Sulfonamides,1
3848,N04AB01,etanautine,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04A,ANTICHOLINERGIC AGENTS,N04AB,Ethers chemically close to antihistamines,1
4578,R03DX08,reslizumab,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DX,Other systemic drugs for obstructive airway diseases,1
5022,S02AA18,cefmenoxime,S,SENSORY ORGANS,S02,OTOLOGICALS,S02A,ANTIINFECTIVES,S02AA,Antiinfectives,1
2641,J05AB09,famciclovir,J,ANTIINFECTIVES FOR SYSTEMIC USE,J05,ANTIVIRALS FOR SYSTEMIC USE,J05A,DIRECT ACTING ANTIVIRALS,J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,1
1818,D08AJ10,decamethoxine,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AJ,Quaternary ammonium compounds,1
1759,D07CA01,hydrocortisone and antibiotics,D,DERMATOLOGICALS,D07,"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",D07C,"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",D07CA,"Corticosteroids, weak, combinations with antibiotics",1
4791,S01AD02,trifluridine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AD,Antivirals,1
3843,N04AA08,dexetimide,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04A,ANTICHOLINERGIC AGENTS,N04AA,Tertiary amines,1
4531,R03CC06,isoetarine,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03C,ADRENERGICS FOR SYSTEMIC USE,R03CC,Selective beta-2-adrenoreceptor agonists,1
4590,R05CA09,guaiacolsulfonate,R,RESPIRATORY SYSTEM,R05,COUGH AND COLD PREPARATIONS,R05C,"EXPECTORANTS, EXCL. COMBINATIONS WITH COUGH SUPPRESSANTS",R05CA,Expectorants,1
1640,D04AA16,pheniramine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AA,Antihistamines for topical use,1
1300,C07AA16,tertatolol,C,CARDIOVASCULAR SYSTEM,C07,BETA BLOCKING AGENTS,C07A,BETA BLOCKING AGENTS,C07AA,"Beta blocking agents, non-selective",1
1157,C03BA03,clopamide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain",1
4685,R06AC52,"histapyrrodine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines,1
3290,L04AA42,siponimod,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AA,Selective immunosuppressants,1
5059,V01AA01,feather,V,VARIOUS,V01,ALLERGENS,V01A,ALLERGENS,V01AA,Allergen extracts,0
21,A01AB16,mepartricin,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment,1
91,A02BD03,"lansoprazole, amoxicillin and metronidazole",A,ALIMENTARY TRACT AND METABOLISM,A02,DRUGS FOR ACID RELATED DISORDERS,A02B,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),A02BD,Combinations for eradication of Helicobacter pylori,3
4320,P02CX02,bephenium,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P02,ANTHELMINTICS,P02C,ANTINEMATODAL AGENTS,P02CX,Other antinematodals,1
1176,C03CA01,furosemide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03C,HIGH-CEILING DIURETICS,C03CA,"Sulfonamides, plain",1
239,A05AA02,ursodeoxycholic acid,A,ALIMENTARY TRACT AND METABOLISM,A05,BILE AND LIVER THERAPY,A05A,BILE THERAPY,A05AA,Bile acids and derivatives,1
2057,G03AC07,norgestrienone,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03A,HORMONAL CONTRACEPTIVES FOR SYSTEMIC USE,G03AC,Progestogens,1
2947,L01CD02,docetaxel,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01C,PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS,L01CD,Taxanes,1
2020,G02CX03,Agni casti fructus,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,0
5123,V03AF09,glucarpidase,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AF,Detoxifying agents for antineoplastic treatment,1
3191,L02AE51,leuprorelin and bicalutamide,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L02,ENDOCRINE THERAPY,L02A,HORMONES AND RELATED AGENTS,L02AE,Gonadotropin releasing hormone analogues,2
1164,C03BA11,indapamide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain",1
4852,S01CA02,prednisolone and antiinfectives,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,S01CA,Corticosteroids and antiinfectives in combination,1
2186,G04BE07,apomorphine,G,GENITO URINARY SYSTEM AND SEX HORMONES,G04,UROLOGICALS,G04B,UROLOGICALS,G04BE,Drugs used in erectile dysfunction,1
1985,G01AX14,lactobacillus,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AX,Other antiinfectives and antiseptics,0
3912,N05AE05,lurasidone,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AE,Indole derivatives,1
2812,J07AH07,"meningococcus C, purified polysaccharides antigen conjugated",J,ANTIINFECTIVES FOR SYSTEMIC USE,J07,VACCINES,J07A,BACTERIAL VACCINES,J07AH,Meningococcal vaccines,0
1393,C09AA08,cilazapril,C,CARDIOVASCULAR SYSTEM,C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,C09A,"ACE INHIBITORS, PLAIN",C09AA,"ACE inhibitors, plain",1
4450,R02AD05,ambroxol,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AD,"Anesthetics, local",1
5101,V03AB38,andexanet alfa,V,VARIOUS,V03,ALL OTHER THERAPEUTIC PRODUCTS,V03A,ALL OTHER THERAPEUTIC PRODUCTS,V03AB,Antidotes,1
946,C01BC03,propafenone,C,CARDIOVASCULAR SYSTEM,C01,CARDIAC THERAPY,C01B,"ANTIARRHYTHMICS, CLASS I AND III",C01BC,"Antiarrhythmics, class Ic",1
4961,S01JA01,fluorescein,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01J,DIAGNOSTIC AGENTS,S01JA,Colouring agents,1
885,B05XA10,magnesium phosphate,B,BLOOD AND BLOOD FORMING ORGANS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05X,I.V. SOLUTION ADDITIVES,B05XA,Electrolyte solutions,1
3875,N04BX04,opicapone,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BX,Other dopaminergic agents,1
3314,L04AB07,opinercept,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L04,IMMUNOSUPPRESSANTS,L04A,IMMUNOSUPPRESSANTS,L04AB,Tumor necrosis factor alpha (TNF-alpha) inhibitors,0
3741,N02BE05,propacetamol,N,NERVOUS SYSTEM,N02,ANALGESICS,N02B,OTHER ANALGESICS AND ANTIPYRETICS,N02BE,Anilides,1
3037,L01EX09,nintedanib,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01E,PROTEIN KINASE INHIBITORS,L01EX,Other protein kinase inhibitors,1
2018,G02CX01,atosiban,G,GENITO URINARY SYSTEM AND SEX HORMONES,G02,OTHER GYNECOLOGICALS,G02C,OTHER GYNECOLOGICALS,G02CX,Other gynecologicals,1
4561,R03DB01,diprophylline and adrenergics,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03D,OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03DB,Xanthines and adrenergics,1
3249,L03AX09,thymopentin,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AX,Other immunostimulants,1
3874,N04BX03,budipine,N,NERVOUS SYSTEM,N04,ANTI-PARKINSON DRUGS,N04B,DOPAMINERGIC AGENTS,N04BX,Other dopaminergic agents,1
3220,L03AA17,pegteograstim,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L03,IMMUNOSTIMULANTS,L03A,IMMUNOSTIMULANTS,L03AA,Colony stimulating factors,0
3418,M01AX13,proquazone,M,MUSCULO-SKELETAL SYSTEM,M01,ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M01A,"ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01AX,"Other antiinflammatory and antirheumatic agents, non-steroids",1
2288,H03BB52,"thiamazole, combinations",H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H03,THYROID THERAPY,H03B,ANTITHYROID PREPARATIONS,H03BB,Sulfur-containing imidazole derivatives,1
2258,H02AB03,fluocortolone,H,"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",H02,CORTICOSTEROIDS FOR SYSTEMIC USE,H02A,"CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN",H02AB,Glucocorticoids,1
688,B01AB12,bemiparin,B,BLOOD AND BLOOD FORMING ORGANS,B01,ANTITHROMBOTIC AGENTS,B01A,ANTITHROMBOTIC AGENTS,B01AB,Heparin group,1
4454,R03AA01,epinephrine,R,RESPIRATORY SYSTEM,R03,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,R03A,"ADRENERGICS, INHALANTS",R03AA,Alpha- and beta-adrenoreceptor agonists,1
1091,C02DB01,dihydralazine,C,CARDIOVASCULAR SYSTEM,C02,ANTIHYPERTENSIVES,C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",C02DB,Hydrazinophthalazine derivatives,1
2894,L01AA09,bendamustine,L,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,L01,ANTINEOPLASTIC AGENTS,L01A,ALKYLATING AGENTS,L01AA,Nitrogen mustard analogues,1
1238,C04AX27,cinepazide,C,CARDIOVASCULAR SYSTEM,C04,PERIPHERAL VASODILATORS,C04A,PERIPHERAL VASODILATORS,C04AX,Other peripheral vasodilators,1
4424,R02AA02,dequalinium,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics,1
